name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Alejandro Tabilo,2024-10-28,1584.3099579256248,1670.1097374951273,1535.4420215769248,1522.9605378260987,1517.2295578361193,0.5370370370370371,0.5416666666666666,0.4745762711864407,0.5172413793103449,0.4,0.6,1,9.735849056603774,7
Aleksandar Kovacevic,2025-07-01,1429.4264652409113,1537.6268560528824,1453.150233552368,1486.490896692821,1453.7970276057226,0.3333333333333333,0.4375,0.4,0.3559322033898305,0.2,0.2,-2,15.0,1
Aleksandar Vukic,2025-07-31,1572.330371475808,1581.4387267410223,1468.6987059457317,1525.2332923182084,1500.679030640891,0.4090909090909091,0.5333333333333333,0.44594594594594594,0.4528301886792453,0.6,0.4,-1,11.020833333333334,3
Aleksandre Bakshi,2024-09-14,1510.6749051684508,1510.6749051684508,1500.0,1500.0,1508.0062894922894,0.5,0.5,0.5384615384615384,0.5384615384615384,0.6666666666666666,0.6666666666666666,2,50.0,1
Aleksandre Metreveli,2022-01-03,1487.0944683700081,1487.0944683700081,1500.0,1500.0,1473.5347179995406,0.5,0.5,0.38461538461538464,0.45454545454545453,0.5,0.5,-1,30.0,1
Alessandro Giannessi,2023-04-03,1463.3762376754703,1500.623114405953,1473.3862689418147,1500.0,1500.0,0.4,0.5,0.5,0.4,0.2,0.2,-3,39.8,1
Alex Bolt,2025-07-01,1485.7270776397638,1525.1332853576814,1500.0,1476.4239649004405,1488.6282284086865,0.5,0.42105263157894735,0.46153846153846156,0.42857142857142855,0.4,0.4,-2,22.64,1
Alex Knaff,2024-09-14,1527.145763053021,1534.328450662193,1499.794345860593,1500.0,1516.928909436961,0.5,0.5,0.5833333333333334,0.5882352941176471,0.7142857142857143,0.6,1,30.0,1
Alex Michelsen,2025-08-04,1623.2351554270558,1630.9476145638332,1479.9168874379698,1510.1768817917061,1592.5507752508972,0.42105263157894735,0.5185185185185185,0.5441176470588235,0.5212765957446809,0.6,0.6,-1,7.5476190476190474,4
Alex Molcan,2024-02-26,1573.3366097426908,1622.6058164226083,1577.4760033631608,1491.6681524002054,1492.12396904424,0.6101694915254238,0.47058823529411764,0.42857142857142855,0.5238095238095238,0.5,0.6,-1,10.821052631578947,2
