player,matches,wins,losses,avg_rest_days,matches_28d_latest,rolling_10_winrate_latest,rolling_5_winrate_latest,streak_latest,win_rate,peak_elo,current_elo,wr_Clay,wr_Grass,wr_Hard,wr_Unknown
Abedallah Shelbayh,14,3,11,25.5,0,0.2,0.2,-1,0.2143,1503.5347052081127,1441.5110890731808,0.25,0.0,0.25,
Nikoloz Basilashvili,111,50,61,7.333333333333333,3,0.2,0.2,-1,0.4505,1615.6959417356265,1438.2216641089985,0.4516,0.5714,0.4242,
Viktor Durasovic,16,5,11,29.375,0,0.2,0.2,0,0.3125,1511.6034492579622,1437.3808307913876,0.5,,0.2857,
Ernesto Escobedo,19,6,13,28.263157894736842,3,0.1,0.2,-1,0.3158,1526.7364290757607,1435.6352401171005,0.25,,0.3333,
Adam Walton,14,3,11,19.357142857142858,1,0.3,0.2,-1,0.2143,1500.0,1434.7346729105095,0.0,0.5,0.1111,
Sumit Nagal,37,12,25,20.135135135135137,1,0.2,0.0,-1,0.3243,1519.6210844721675,1434.4979433970332,0.3529,0.0,0.3158,
Diego Schwartzman,164,82,82,7.445121951219512,0,0.1,0.0,-1,0.5,1685.6598477010978,1434.0917111774063,0.5286,0.4545,0.4819,
Sam Querrey,40,14,26,14.525,0,0.4,0.2,-1,0.35,1530.1814223546316,1433.8623452905872,0.25,0.5263,0.1765,
Taro Daniel,109,39,70,11.944954128440367,4,0.2,0.4,-1,0.3578,1539.3229302327352,1433.6549275653608,0.3462,0.0,0.3896,
Maxime Cressy,99,42,57,9.767676767676768,2,0.2,0.2,-1,0.4242,1599.1371165626927,1433.3389570204279,0.0909,0.5417,0.4375,
Li Tu,10,1,9,37.7,0,0.1111111111111111,0.0,-1,0.1,1500.0,1433.0482150261928,,0.25,0.0,
Federico Coria,110,46,64,10.181818181818182,1,0.1,0.0,-1,0.4182,1530.4385001495837,1431.9672309520477,0.519,0.0,0.1852,
Oscar Otte,75,30,45,10.266666666666667,0,0.3,0.2,-1,0.4,1597.2147354537847,1431.0005166089588,0.4444,0.5556,0.3077,
Tennys Sandgren,28,8,20,15.107142857142858,0,0.2,0.2,-1,0.2857,1512.0,1430.8220472588291,0.2,0.5,0.2353,
Aljaz Bedene,44,19,25,10.25,1,0.2,0.0,0,0.4318,1536.9866765028505,1430.7967398378714,0.4783,0.2857,0.4286,
Carlos Taberner,32,11,21,19.15625,0,0.2,0.0,-1,0.3438,1500.3259689517417,1429.962003053212,0.3478,0.0,0.375,
Pedro Sousa,12,2,10,23.75,0,0.1,0.0,-1,0.1667,1512.0,1429.3825623614293,0.1667,0.0,0.2,
Facundo Bagnis,65,25,40,13.846153846153847,1,0.5,0.6,-1,0.3846,1554.6089296070252,1428.6569446544645,0.4419,0.0,0.3,
Ramkumar Ramanathan,14,3,11,40.714285714285715,1,0.3,0.2,-1,0.2143,1500.0,1428.1779101625898,,1.0,0.0,
Zachary Svajda,21,6,15,22.80952380952381,2,0.3,0.4,-1,0.2857,1511.7792036994838,1427.9683177979216,,0.0,0.3,
Emilio Nava,17,3,14,32.64705882352941,0,0.2,0.2,-1,0.1765,1500.0,1427.4957572694268,0.0,0.0,0.2,
Seong Chan Hong,16,4,12,22.8125,0,0.3,0.4,1,0.25,1500.0,1427.3577106652938,,,0.25,
Marc Andrea Huesler,71,26,45,13.915492957746478,0,0.4,0.4,-1,0.3662,1571.2257991126821,1427.1884373944308,0.2105,0.25,0.4545,
Federico Delbonis,82,35,47,8.060975609756097,1,0.3,0.4,-1,0.4268,1598.5619104909874,1425.1304729353808,0.541,0.0,0.1111,
Pablo Andujar,56,21,35,14.25,0,0.2,0.2,-1,0.375,1514.0634559374146,1424.9677119863763,0.4,0.25,0.3636,
Denis Kudla,55,20,35,13.818181818181818,1,0.4,0.4,-1,0.3636,1534.4847993090145,1424.3090924770656,0.2,0.4444,0.3659,
Norbert Gombos,35,11,24,17.62857142857143,0,0.1,0.2,-1,0.3143,1500.472922512476,1422.794116575283,0.4706,0.0,0.1875,
Lucas Pouille,37,12,25,17.62162162162162,2,0.4,0.6,0,0.3243,1506.6213151290183,1422.7555564253,0.25,0.4,0.375,
Luca Nardi,30,7,23,22.966666666666665,1,0.2,0.0,-1,0.2333,1500.0,1419.5913279718854,0.1818,0.25,0.2667,
Pedro Cachin,65,22,43,11.846153846153847,0,0.2,0.2,-1,0.3385,1539.2608733257648,1417.6736673518521,0.4048,0.0,0.2381,
Richard Gasquet,135,59,76,10.059259259259258,3,0.2,0.2,-1,0.437,1631.28819828194,1417.609088916321,0.44,0.4167,0.4384,
Henri Laaksonen,35,12,23,17.37142857142857,1,0.1,0.0,-1,0.3429,1539.9934055518079,1416.7687204831907,0.3846,0.0,0.3333,
Daniel Elahi Galan,104,41,63,12.076923076923077,6,0.3,0.6,-1,0.3942,1542.1780037553037,1411.8251982068625,0.3673,0.5455,0.3864,
Bernabe Zapata Miralles,93,34,59,11.21505376344086,5,0.1,0.2,-1,0.3656,1552.6173493704948,1411.2878880176652,0.4909,0.0,0.2188,
Joao Sousa,66,21,45,13.787878787878787,0,0.4,0.4,-1,0.3182,1500.0,1410.5521927257096,0.2941,0.0,0.4074,
Juan Ignacio Londero,20,4,16,16.95,0,0.4,0.2,-1,0.2,1500.0,1409.6503127218925,0.2353,0.0,0.0,
Albert Ramos,151,64,87,8.463576158940397,0,0.3,0.0,-1,0.4238,1610.1187456259386,1408.160009532161,0.5306,0.0,0.2609,
Mikhail Kukushkin,37,9,28,22.054054054054053,3,0.3,0.4,-1,0.2432,1512.0,1407.4928171829588,0.0,0.0,0.3,
Jo-Wilfried Tsonga,18,3,15,18.22222222222222,1,0.2,0.2,-1,0.1667,1501.6529606300214,1405.6017678793999,0.0,0.0,0.3,
Stefano Travaglia,42,14,28,12.80952380952381,0,0.3,0.2,-1,0.3333,1571.9660451497332,1399.7920986230633,0.2143,0.25,0.4167,
Shintaro Mochizuki,22,3,19,28.363636363636363,1,0.3,0.0,-1,0.1364,1500.0,1395.5644752696658,0.0,0.0,0.1667,
Dennis Novak,30,7,23,22.9,0,0.2,0.0,-1,0.2333,1512.5972047038613,1391.6282620869806,0.1667,0.25,0.25,
Chun Hsin Tseng,26,5,21,24.73076923076923,2,0.2,0.2,-1,0.1923,1500.0,1388.0626891100317,0.25,0.0,0.1905,
Salvatore Caruso,25,5,20,14.48,0,0.1,0.2,-1,0.2,1512.814308212328,1384.8789388244813,0.1,0.0,0.3077,
Hugo Dellien,45,13,32,19.08888888888889,1,0.2,0.4,-1,0.2889,1500.0,1384.4045763418114,0.3421,0.0,0.0,
Constant Lestienne,53,16,37,13.88679245283019,1,0.2,0.0,-1,0.3019,1565.314566616396,1376.1218613370772,0.0,0.1429,0.3659,
Fernando Verdasco,31,7,24,19.774193548387096,1,0.1,0.0,-1,0.2258,1500.0,1368.4255532387015,0.3529,0.0,0.0833,
Feliciano Lopez,49,14,35,16.632653061224488,3,0.3,0.4,0,0.2857,1512.0147860198142,1342.7921297032456,0.25,0.375,0.2381,
Benoit Paire,78,19,59,11.666666666666666,1,0.2,0.4,-1,0.2436,1500.0,1320.7216502799356,0.2121,0.1667,0.2821,
