player_1,player_2,p1_rank,p2_rank,p1_age,p2_age,p1_ht,p2_ht,p1_seed,p2_seed,round_encoded,surface,sets_lost,game_win_pct,outcome,tourney_level,best_of,tourney_date
Ilya Ivashka,Jan Lennard Struff,107.0,44.0,27.1,31.0,193.0,193.0,0.0,7.0,6,Clay,3,0.2941176470588235,0,A,3,20210426
Nikoloz Basilashvili,Jan Lennard Struff,35.0,44.0,29.1,31.0,185.0,193.0,5.0,7.0,7,Clay,1,0.8658536585365854,1,A,3,20210426
Jan Lennard Struff,Nikoloz Basilashvili,44.0,35.0,31.0,29.1,193.0,185.0,7.0,5.0,7,Clay,2,0.13414634146341464,0,A,3,20210426
Denis Shapovalov,Aleksandar Vukic,14.0,207.0,22.1,25.1,185.0,188.0,2.0,0.0,3,Grass,2,0.9041095890410958,1,A,3,20210614
Aleksandar Vukic,Denis Shapovalov,207.0,14.0,25.1,22.1,188.0,185.0,0.0,2.0,3,Grass,1,0.09589041095890416,0,A,3,20210614
Feliciano Lopez,Illya Marchenko,64.0,155.0,39.7,33.7,188.0,185.0,0.0,0.0,3,Grass,1,0.9,1,A,3,20210614
Illya Marchenko,Feliciano Lopez,155.0,64.0,33.7,39.7,185.0,188.0,0.0,0.0,3,Grass,2,0.09999999999999998,0,A,3,20210614
Frances Tiafoe,Aljaz Bedene,65.0,60.0,23.3,31.9,188.0,181.0,0.0,0.0,3,Grass,1,0.6206896551724138,1,A,3,20210614
Aljaz Bedene,Frances Tiafoe,60.0,65.0,31.9,23.3,181.0,188.0,0.0,0.0,3,Grass,2,0.3793103448275862,0,A,3,20210614
Viktor Troicki,Lorenzo Sonego,230.0,26.0,35.3,26.0,193.0,191.0,0.0,7.0,3,Grass,0,0.6,1,A,3,20210614
Lorenzo Sonego,Viktor Troicki,26.0,230.0,26.0,35.3,191.0,193.0,7.0,0.0,3,Grass,3,0.4,0,A,3,20210614
Jack Draper,Jannik Sinner,309.0,23.0,19.4,19.8,193.0,191.0,0.0,3.0,3,Grass,2,0.9014084507042254,1,A,3,20210614
Jannik Sinner,Jack Draper,23.0,309.0,19.8,19.4,191.0,193.0,3.0,0.0,3,Grass,1,0.09859154929577463,0,A,3,20210614
Alexander Bublik,Jeremy Chardy,39.0,59.0,23.9,34.3,196.0,188.0,0.0,0.0,3,Grass,1,0.6428571428571429,1,A,3,20210614
Jeremy Chardy,Alexander Bublik,59.0,39.0,34.3,23.9,188.0,196.0,0.0,0.0,3,Grass,2,0.3571428571428571,0,A,3,20210614
Cameron Norrie,Albert Ramos,41.0,38.0,25.8,33.4,188.0,188.0,0.0,0.0,3,Grass,1,0.6206896551724138,1,A,3,20210614
Albert Ramos,Cameron Norrie,38.0,41.0,33.4,25.8,188.0,188.0,0.0,0.0,3,Grass,2,0.3793103448275862,0,A,3,20210614
Aslan Karatsev,Alejandro Tabilo,24.0,171.0,27.7,24.0,185.0,188.0,5.0,0.0,3,Grass,1,0.6666666666666666,1,A,3,20210614
Alejandro Tabilo,Aslan Karatsev,171.0,24.0,24.0,27.7,188.0,185.0,0.0,5.0,3,Grass,2,0.33333333333333337,0,A,3,20210614
Fabio Fognini,Yen Hsun Lu,29.0,624.0,34.0,37.8,178.0,180.0,8.0,0.0,3,Grass,1,0.8625,1,A,3,20210614
Yen Hsun Lu,Fabio Fognini,624.0,29.0,37.8,34.0,180.0,178.0,0.0,8.0,3,Grass,2,0.13749999999999996,0,A,3,20210614
Marin Cilic,Sebastian Ofner,37.0,174.0,32.7,25.0,198.0,191.0,0.0,0.0,3,Grass,2,0.90625,1,A,3,20210614
Sebastian Ofner,Marin Cilic,174.0,37.0,25.0,32.7,191.0,198.0,0.0,0.0,3,Grass,1,0.09375,0,A,3,20210614
John Millman,Reilly Opelka,43.0,32.0,32.0,23.7,183.0,211.0,0.0,0.0,3,Grass,3,0.8782051282051282,1,A,3,20210614
Reilly Opelka,John Millman,32.0,43.0,23.7,32.0,211.0,183.0,0.0,0.0,3,Grass,0,0.1217948717948718,0,A,3,20210614
Alex De Minaur,Laslo Djere,22.0,55.0,22.3,26.0,183.0,188.0,4.0,0.0,3,Grass,1,0.6428571428571429,1,A,3,20210614
Laslo Djere,Alex De Minaur,55.0,22.0,26.0,22.3,188.0,183.0,0.0,4.0,3,Grass,2,0.3571428571428571,0,A,3,20210614
Daniel Evans,Alexei Popyrin,25.0,67.0,31.0,21.8,175.0,196.0,6.0,0.0,3,Grass,0,0.6,1,A,3,20210614
Alexei Popyrin,Daniel Evans,67.0,25.0,21.8,31.0,196.0,175.0,0.0,6.0,3,Grass,3,0.4,0,A,3,20210614
Adrian Mannarino,Liam Broady,42.0,146.0,32.9,27.4,180.0,183.0,0.0,0.0,3,Grass,0,0.6,1,A,3,20210614
Liam Broady,Adrian Mannarino,146.0,42.0,27.4,32.9,183.0,180.0,0.0,0.0,3,Grass,3,0.4,0,A,3,20210614
Andy Murray,Benoit Paire,124.0,46.0,34.0,32.1,191.0,196.0,0.0,0.0,3,Grass,0,0.7058823529411765,1,A,3,20210614
Benoit Paire,Andy Murray,46.0,124.0,32.1,34.0,196.0,191.0,0.0,0.0,3,Grass,3,0.2941176470588235,0,A,3,20210614
Matteo Berrettini,Stefano Travaglia,9.0,88.0,25.1,29.4,196.0,185.0,1.0,0.0,3,Grass,2,0.9020979020979021,1,A,3,20210614
Stefano Travaglia,Matteo Berrettini,88.0,9.0,29.4,25.1,185.0,196.0,0.0,1.0,3,Grass,1,0.09790209790209792,0,A,3,20210614
Denis Shapovalov,Feliciano Lopez,14.0,64.0,22.1,39.7,185.0,188.0,2.0,0.0,4,Grass,0,0.7058823529411765,1,A,3,20210614
Feliciano Lopez,Denis Shapovalov,64.0,14.0,39.7,22.1,188.0,185.0,0.0,2.0,4,Grass,3,0.2941176470588235,0,A,3,20210614
Frances Tiafoe,Viktor Troicki,65.0,230.0,23.3,35.3,188.0,193.0,0.0,0.0,4,Grass,1,0.8734177215189873,1,A,3,20210614
Viktor Troicki,Frances Tiafoe,230.0,65.0,35.3,23.3,193.0,188.0,0.0,0.0,4,Grass,2,0.12658227848101267,0,A,3,20210614
Jack Draper,Alexander Bublik,309.0,39.0,19.4,23.9,193.0,196.0,0.0,0.0,4,Grass,2,0.8992805755395683,1,A,3,20210614
Alexander Bublik,Jack Draper,39.0,309.0,23.9,19.4,196.0,193.0,0.0,0.0,4,Grass,1,0.1007194244604317,0,A,3,20210614
Cameron Norrie,Aslan Karatsev,41.0,24.0,25.8,27.7,188.0,185.0,0.0,5.0,4,Grass,0,0.65,1,A,3,20210614
Aslan Karatsev,Cameron Norrie,24.0,41.0,27.7,25.8,185.0,188.0,5.0,0.0,4,Grass,3,0.35,0,A,3,20210614
Marin Cilic,Fabio Fognini,37.0,29.0,32.7,34.0,198.0,178.0,0.0,8.0,4,Grass,1,0.875,1,A,3,20210614
Fabio Fognini,Marin Cilic,29.0,37.0,34.0,32.7,178.0,198.0,8.0,0.0,4,Grass,2,0.125,0,A,3,20210614
Alex De Minaur,John Millman,22.0,43.0,22.3,32.0,183.0,183.0,4.0,0.0,4,Grass,0,0.75,1,A,3,20210614
John Millman,Alex De Minaur,43.0,22.0,32.0,22.3,183.0,183.0,0.0,4.0,4,Grass,3,0.25,0,A,3,20210614
Daniel Evans,Adrian Mannarino,25.0,42.0,31.0,32.9,175.0,180.0,6.0,0.0,4,Grass,1,0.8690476190476191,1,A,3,20210614
Adrian Mannarino,Daniel Evans,42.0,25.0,32.9,31.0,180.0,175.0,0.0,6.0,4,Grass,2,0.13095238095238093,0,A,3,20210614
Matteo Berrettini,Andy Murray,9.0,124.0,25.1,34.0,196.0,191.0,1.0,0.0,4,Grass,0,0.6666666666666666,1,A,3,20210614
Andy Murray,Matteo Berrettini,124.0,9.0,34.0,25.1,191.0,196.0,0.0,1.0,4,Grass,3,0.33333333333333337,0,A,3,20210614
Denis Shapovalov,Frances Tiafoe,14.0,65.0,22.1,23.3,185.0,188.0,2.0,0.0,5,Grass,0,0.631578947368421,1,A,3,20210614
Frances Tiafoe,Denis Shapovalov,65.0,14.0,23.3,22.1,188.0,185.0,0.0,2.0,5,Grass,3,0.368421052631579,0,A,3,20210614
Cameron Norrie,Jack Draper,41.0,309.0,25.8,19.4,188.0,193.0,0.0,0.0,5,Grass,0,0.6666666666666666,1,A,3,20210614
Jack Draper,Cameron Norrie,309.0,41.0,19.4,25.8,193.0,188.0,0.0,0.0,5,Grass,3,0.33333333333333337,0,A,3,20210614
Alex De Minaur,Marin Cilic,22.0,37.0,22.3,32.7,183.0,198.0,4.0,0.0,5,Grass,1,0.6428571428571429,1,A,3,20210614
Marin Cilic,Alex De Minaur,37.0,22.0,32.7,22.3,198.0,183.0,0.0,4.0,5,Grass,2,0.3571428571428571,0,A,3,20210614
Matteo Berrettini,Daniel Evans,9.0,25.0,25.1,31.0,196.0,175.0,1.0,6.0,5,Grass,1,0.8765432098765432,1,A,3,20210614
Daniel Evans,Matteo Berrettini,25.0,9.0,31.0,25.1,175.0,196.0,6.0,1.0,5,Grass,2,0.12345679012345678,0,A,3,20210614
Cameron Norrie,Denis Shapovalov,41.0,14.0,25.8,22.1,188.0,185.0,0.0,2.0,6,Grass,0,0.6190476190476191,1,A,3,20210614
Denis Shapovalov,Cameron Norrie,14.0,41.0,22.1,25.8,185.0,188.0,2.0,0.0,6,Grass,3,0.38095238095238093,0,A,3,20210614
Matteo Berrettini,Alex De Minaur,9.0,22.0,25.1,22.3,196.0,183.0,1.0,4.0,6,Grass,0,0.6,1,A,3,20210614
Alex De Minaur,Matteo Berrettini,22.0,9.0,22.3,25.1,183.0,196.0,4.0,1.0,6,Grass,3,0.4,0,A,3,20210614
Matteo Berrettini,Cameron Norrie,9.0,41.0,25.1,25.8,196.0,188.0,1.0,0.0,7,Grass,1,0.87,1,A,3,20210614
Cameron Norrie,Matteo Berrettini,41.0,9.0,25.8,25.1,188.0,196.0,0.0,1.0,7,Grass,2,0.13,0,A,3,20210614
Arthur Rinderknech,Dominic Stricker,100.0,281.0,25.9,18.9,196.0,183.0,0.0,0.0,3,Clay,0,0.6,1,A,3,20210719
Dominic Stricker,Arthur Rinderknech,281.0,100.0,18.9,25.9,183.0,196.0,0.0,0.0,3,Clay,3,0.4,0,A,3,20210719
Zizou Bergs,Oscar Otte,212.0,141.0,22.1,28.0,185.0,193.0,0.0,0.0,3,Clay,1,0.8961038961038961,1,A,3,20210719
Oscar Otte,Zizou Bergs,141.0,212.0,28.0,22.1,193.0,185.0,0.0,0.0,3,Clay,2,0.10389610389610393,0,A,3,20210719
Laslo Djere,Thiago Seyboth Wild,52.0,118.0,26.1,21.3,188.0,185.0,7.0,0.0,3,Clay,0,0.631578947368421,1,A,3,20210719
Thiago Seyboth Wild,Laslo Djere,118.0,52.0,21.3,26.1,185.0,188.0,0.0,7.0,3,Clay,3,0.368421052631579,0,A,3,20210719
Marc Polmans,Sandro Ehrat,147.0,408.0,24.2,30.2,188.0,180.0,0.0,0.0,3,Clay,0,0.6190476190476191,1,A,3,20210719
Sandro Ehrat,Marc Polmans,408.0,147.0,30.2,24.2,180.0,188.0,0.0,0.0,3,Clay,3,0.38095238095238093,0,A,3,20210719
Hugo Gaston,Juan Manuel Cerundolo,155.0,144.0,20.8,19.6,173.0,183.0,0.0,0.0,3,Clay,0,0.6666666666666666,1,A,3,20210719
Juan Manuel Cerundolo,Hugo Gaston,144.0,155.0,19.6,20.8,183.0,173.0,0.0,0.0,3,Clay,3,0.33333333333333337,0,A,3,20210719
Federico Delbonis,Leandro Riedi,46.0,748.0,30.7,19.4,193.0,191.0,5.0,0.0,3,Clay,0,0.6666666666666666,1,A,3,20210719
Leandro Riedi,Federico Delbonis,748.0,46.0,19.4,30.7,191.0,193.0,0.0,5.0,3,Clay,3,0.33333333333333337,0,A,3,20210719
Benoit Paire,Jozef Kovalik,49.0,130.0,32.1,28.7,196.0,183.0,6.0,0.0,3,Clay,1,0.8717948717948718,1,A,3,20210719
Jozef Kovalik,Benoit Paire,130.0,49.0,28.7,32.1,183.0,196.0,0.0,6.0,3,Clay,2,0.1282051282051282,0,A,3,20210719
Tallon Griekspoor,Juan Ignacio Londero,105.0,140.0,25.0,27.9,188.0,180.0,0.0,0.0,3,Clay,2,0.8222222222222222,1,A,3,20210719
Juan Ignacio Londero,Tallon Griekspoor,140.0,105.0,27.9,25.0,180.0,188.0,0.0,0.0,3,Clay,1,0.1777777777777778,0,A,3,20210719
Dennis Novak,Kacper Zuk,124.0,170.0,27.8,22.4,183.0,183.0,0.0,0.0,3,Clay,0,0.6,1,A,3,20210719
Kacper Zuk,Dennis Novak,170.0,124.0,22.4,27.8,183.0,183.0,0.0,0.0,3,Clay,3,0.4,0,A,3,20210719
Feliciano Lopez,Marc Andrea Huesler,89.0,162.0,39.8,25.0,188.0,196.0,8.0,0.0,3,Clay,1,0.5806451612903226,1,A,3,20210719
Marc Andrea Huesler,Feliciano Lopez,162.0,89.0,25.0,39.8,196.0,188.0,0.0,8.0,3,Clay,2,0.4193548387096774,0,A,3,20210719
Mikael Ymer,Enzo Couacaud,96.0,180.0,22.8,26.3,183.0,183.0,0.0,0.0,3,Clay,1,0.6428571428571429,1,A,3,20210719
Enzo Couacaud,Mikael Ymer,180.0,96.0,26.3,22.8,183.0,183.0,0.0,0.0,3,Clay,2,0.3571428571428571,0,A,3,20210719
Vit Kopriva,Johan Nikles,249.0,409.0,24.0,24.3,178.0,173.0,0.0,0.0,3,Clay,0,0.8,1,A,3,20210719
Johan Nikles,Vit Kopriva,409.0,249.0,24.3,24.0,173.0,178.0,0.0,0.0,3,Clay,3,0.19999999999999996,0,A,3,20210719
Arthur Rinderknech,Roberto Bautista Agut,100.0,16.0,25.9,33.2,196.0,183.0,0.0,2.0,4,Clay,0,0.6666666666666666,1,A,3,20210719
Roberto Bautista Agut,Arthur Rinderknech,16.0,100.0,33.2,25.9,183.0,196.0,2.0,0.0,4,Clay,3,0.33333333333333337,0,A,3,20210719
Laslo Djere,Zizou Bergs,52.0,212.0,26.1,22.1,188.0,185.0,7.0,0.0,4,Clay,1,0.6923076923076923,1,A,3,20210719
Zizou Bergs,Laslo Djere,212.0,52.0,22.1,26.1,185.0,188.0,0.0,7.0,4,Clay,2,0.3076923076923077,0,A,3,20210719
Cristian Garin,Marc Polmans,19.0,147.0,25.1,24.2,185.0,188.0,4.0,0.0,4,Clay,0,0.8,1,A,3,20210719
Marc Polmans,Cristian Garin,147.0,19.0,24.2,25.1,188.0,185.0,0.0,4.0,4,Clay,3,0.19999999999999996,0,A,3,20210719
Hugo Gaston,Federico Delbonis,155.0,46.0,20.8,30.7,173.0,193.0,0.0,5.0,4,Clay,2,0.9155844155844156,1,A,3,20210719
Federico Delbonis,Hugo Gaston,46.0,155.0,30.7,20.8,193.0,173.0,5.0,0.0,4,Clay,1,0.08441558441558439,0,A,3,20210719
Benoit Paire,Tallon Griekspoor,49.0,105.0,32.1,25.0,196.0,188.0,6.0,0.0,4,Clay,1,0.6,1,A,3,20210719
Tallon Griekspoor,Benoit Paire,105.0,49.0,25.0,32.1,188.0,196.0,0.0,6.0,4,Clay,2,0.4,0,A,3,20210719
Casper Ruud,Dennis Novak,14.0,124.0,22.5,27.8,183.0,183.0,3.0,0.0,4,Clay,1,0.8658536585365854,1,A,3,20210719
Dennis Novak,Casper Ruud,124.0,14.0,27.8,22.5,183.0,183.0,0.0,3.0,4,Clay,2,0.13414634146341464,0,A,3,20210719
Mikael Ymer,Feliciano Lopez,96.0,89.0,22.8,39.8,183.0,188.0,0.0,8.0,4,Clay,2,0.8975903614457831,1,A,3,20210719
Feliciano Lopez,Mikael Ymer,89.0,96.0,39.8,22.8,188.0,183.0,8.0,0.0,4,Clay,1,0.10240963855421692,0,A,3,20210719
Vit Kopriva,Denis Shapovalov,249.0,10.0,24.0,22.2,178.0,185.0,0.0,1.0,4,Clay,1,0.72,1,A,3,20210719
Denis Shapovalov,Vit Kopriva,10.0,249.0,22.2,24.0,185.0,178.0,1.0,0.0,4,Clay,2,0.28,0,A,3,20210719
Laslo Djere,Arthur Rinderknech,52.0,100.0,26.1,25.9,188.0,196.0,7.0,0.0,5,Clay,1,0.8613861386138614,1,A,3,20210719
Arthur Rinderknech,Laslo Djere,100.0,52.0,25.9,26.1,196.0,188.0,0.0,7.0,5,Clay,2,0.13861386138613863,0,A,3,20210719
Hugo Gaston,Cristian Garin,155.0,19.0,20.8,25.1,173.0,185.0,0.0,4.0,5,Clay,2,0.9811023622047244,1,A,3,20210719
Cristian Garin,Hugo Gaston,19.0,155.0,25.1,20.8,185.0,173.0,4.0,0.0,5,Clay,1,0.018897637795275646,0,A,3,20210719
Casper Ruud,Benoit Paire,14.0,49.0,22.5,32.1,183.0,196.0,3.0,6.0,5,Clay,1,0.6551724137931034,1,A,3,20210719
Benoit Paire,Casper Ruud,49.0,14.0,32.1,22.5,196.0,183.0,6.0,3.0,5,Clay,2,0.3448275862068966,0,A,3,20210719
Vit Kopriva,Mikael Ymer,249.0,96.0,24.0,22.8,178.0,183.0,0.0,0.0,5,Clay,0,0.9230769230769231,1,A,3,20210719
Mikael Ymer,Vit Kopriva,96.0,249.0,22.8,24.0,183.0,178.0,0.0,0.0,5,Clay,3,0.07692307692307687,0,A,3,20210719
Hugo Gaston,Laslo Djere,155.0,52.0,20.8,26.1,173.0,188.0,0.0,7.0,6,Clay,1,0.6666666666666666,1,A,3,20210719
Laslo Djere,Hugo Gaston,52.0,155.0,26.1,20.8,188.0,173.0,7.0,0.0,6,Clay,2,0.33333333333333337,0,A,3,20210719
Casper Ruud,Vit Kopriva,14.0,249.0,22.5,24.0,183.0,178.0,3.0,0.0,6,Clay,0,0.8,1,A,3,20210719
Vit Kopriva,Casper Ruud,249.0,14.0,24.0,22.5,178.0,183.0,0.0,3.0,6,Clay,3,0.19999999999999996,0,A,3,20210719
Casper Ruud,Hugo Gaston,14.0,155.0,22.5,20.8,183.0,173.0,3.0,0.0,7,Clay,0,0.7058823529411765,1,A,3,20210719
Hugo Gaston,Casper Ruud,155.0,14.0,20.8,22.5,173.0,183.0,0.0,3.0,7,Clay,3,0.2941176470588235,0,A,3,20210719
Maxime Cressy,Paolo Lorenzi,155.0,171.0,24.1,39.5,201.0,183.0,0.0,0.0,3,Grass,0,0.8,1,A,3,20210712
Paolo Lorenzi,Maxime Cressy,171.0,155.0,39.5,24.1,183.0,201.0,0.0,0.0,3,Grass,3,0.19999999999999996,0,A,3,20210712
Yuichi Sugita,Jurij Rodionov,111.0,138.0,32.8,22.1,173.0,191.0,0.0,0.0,3,Grass,0,0.6190476190476191,1,A,3,20210712
Jurij Rodionov,Yuichi Sugita,138.0,111.0,22.1,32.8,191.0,173.0,0.0,0.0,3,Grass,3,0.38095238095238093,0,A,3,20210712
Jordan Thompson,Cedrik Marcel Stebe,71.0,139.0,27.2,30.7,183.0,183.0,7.0,0.0,3,Grass,0,0.5555555555555556,1,A,3,20210712
Cedrik Marcel Stebe,Jordan Thompson,139.0,71.0,30.7,27.2,183.0,183.0,0.0,7.0,3,Grass,3,0.4444444444444444,0,A,3,20210712
Peter Gojowczyk,Mitchell Krueger,131.0,195.0,31.9,27.4,188.0,188.0,0.0,0.0,3,Grass,0,0.75,1,A,3,20210712
Mitchell Krueger,Peter Gojowczyk,195.0,131.0,27.4,31.9,188.0,188.0,0.0,0.0,3,Grass,3,0.25,0,A,3,20210712
Jenson Brooksby,Evgeny Donskoy,152.0,142.0,20.7,31.1,188.0,185.0,0.0,0.0,3,Grass,0,0.6190476190476191,1,A,3,20210712
Evgeny Donskoy,Jenson Brooksby,142.0,152.0,31.1,20.7,185.0,188.0,0.0,0.0,3,Grass,3,0.38095238095238093,0,A,3,20210712
Denis Kudla,Steve Johnson,104.0,83.0,28.9,31.5,180.0,188.0,0.0,6.0,3,Grass,2,0.8426966292134831,1,A,3,20210712
Steve Johnson,Denis Kudla,83.0,104.0,31.5,28.9,188.0,180.0,6.0,0.0,3,Grass,1,0.1573033707865169,0,A,3,20210712
Kevin Anderson,Illya Marchenko,113.0,156.0,35.1,33.8,203.0,185.0,8.0,0.0,3,Grass,0,0.6190476190476191,1,A,3,20210712
Illya Marchenko,Kevin Anderson,156.0,113.0,33.8,35.1,185.0,203.0,0.0,8.0,3,Grass,3,0.38095238095238093,0,A,3,20210712
Sebastian Ofner,Yasutaka Uchiyama,167.0,118.0,25.1,28.9,191.0,183.0,0.0,0.0,3,Grass,0,0.6,1,A,3,20210712
Yasutaka Uchiyama,Sebastian Ofner,118.0,167.0,28.9,25.1,183.0,191.0,0.0,0.0,3,Grass,3,0.4,0,A,3,20210712
Jack Sock,Alex Bolt,231.0,146.0,28.7,28.5,191.0,183.0,0.0,0.0,3,Grass,1,0.6428571428571429,1,A,3,20210712
Alex Bolt,Jack Sock,146.0,231.0,28.5,28.7,183.0,191.0,0.0,0.0,3,Grass,2,0.3571428571428571,0,A,3,20210712
Tennys Sandgren,Joao Sousa,78.0,133.0,29.9,32.2,188.0,185.0,5.0,0.0,3,Grass,1,0.8625,1,A,3,20210712
Joao Sousa,Tennys Sandgren,133.0,78.0,32.2,29.9,185.0,188.0,0.0,5.0,3,Grass,2,0.13749999999999996,0,A,3,20210712
Jason Jung,Brayden Schnur,163.0,248.0,32.0,26.0,180.0,193.0,0.0,0.0,3,Grass,2,0.8875,1,A,3,20210712
Brayden Schnur,Jason Jung,248.0,163.0,26.0,32.0,193.0,180.0,0.0,0.0,3,Grass,1,0.11250000000000004,0,A,3,20210712
Ivo Karlovic,Bernabe Zapata Miralles,210.0,120.0,42.3,24.4,208.0,183.0,0.0,0.0,3,Grass,1,0.8877551020408163,1,A,3,20210712
Bernabe Zapata Miralles,Ivo Karlovic,120.0,210.0,24.4,42.3,183.0,208.0,0.0,0.0,3,Grass,2,0.11224489795918369,0,A,3,20210712
Maxime Cressy,Sam Querrey,155.0,68.0,24.1,33.7,201.0,198.0,0.0,2.0,4,Grass,1,0.6923076923076923,1,A,3,20210712
Sam Querrey,Maxime Cressy,68.0,155.0,33.7,24.1,198.0,201.0,2.0,0.0,4,Grass,2,0.3076923076923077,0,A,3,20210712
Jordan Thompson,Yuichi Sugita,71.0,111.0,27.2,32.8,183.0,173.0,7.0,0.0,4,Grass,0,0.8571428571428571,1,A,3,20210712
Yuichi Sugita,Jordan Thompson,111.0,71.0,32.8,27.2,173.0,183.0,0.0,7.0,4,Grass,3,0.1428571428571429,0,A,3,20210712
Peter Gojowczyk,Vasek Pospisil,131.0,61.0,31.9,31.0,188.0,193.0,0.0,4.0,4,Grass,0,0.6666666666666666,1,A,3,20210712
Vasek Pospisil,Peter Gojowczyk,61.0,131.0,31.0,31.9,193.0,188.0,4.0,0.0,4,Grass,3,0.33333333333333337,0,A,3,20210712
Jenson Brooksby,Denis Kudla,152.0,104.0,20.7,28.9,188.0,180.0,0.0,0.0,4,Grass,1,0.6129032258064516,1,A,3,20210712
Denis Kudla,Jenson Brooksby,104.0,152.0,28.9,20.7,180.0,188.0,0.0,0.0,4,Grass,2,0.3870967741935484,0,A,3,20210712
Kevin Anderson,Sebastian Ofner,113.0,167.0,35.1,25.1,203.0,191.0,8.0,0.0,4,Grass,1,0.8536585365853658,1,A,3,20210712
Sebastian Ofner,Kevin Anderson,167.0,113.0,25.1,35.1,191.0,203.0,0.0,8.0,4,Grass,2,0.14634146341463417,0,A,3,20210712
Jack Sock,Yoshihito Nishioka,231.0,55.0,28.7,25.7,191.0,170.0,0.0,3.0,4,Grass,0,0.7058823529411765,1,A,3,20210712
Yoshihito Nishioka,Jack Sock,55.0,231.0,25.7,28.7,170.0,191.0,3.0,0.0,4,Grass,3,0.2941176470588235,0,A,3,20210712
Jason Jung,Tennys Sandgren,163.0,78.0,32.0,29.9,180.0,188.0,0.0,5.0,4,Grass,0,0.75,1,A,3,20210712
Tennys Sandgren,Jason Jung,78.0,163.0,29.9,32.0,188.0,180.0,5.0,0.0,4,Grass,3,0.25,0,A,3,20210712
Alexander Bublik,Ivo Karlovic,37.0,210.0,24.0,42.3,196.0,208.0,1.0,0.0,4,Grass,2,0.8651685393258427,1,A,3,20210712
Ivo Karlovic,Alexander Bublik,210.0,37.0,42.3,24.0,208.0,196.0,0.0,1.0,4,Grass,1,0.1348314606741573,0,A,3,20210712
Jordan Thompson,Maxime Cressy,71.0,155.0,27.2,24.1,183.0,201.0,7.0,0.0,5,Grass,1,0.8780487804878049,1,A,3,20210712
Maxime Cressy,Jordan Thompson,155.0,71.0,24.1,27.2,201.0,183.0,0.0,7.0,5,Grass,2,0.12195121951219512,0,A,3,20210712
Jenson Brooksby,Peter Gojowczyk,152.0,131.0,20.7,31.9,188.0,188.0,0.0,0.0,5,Grass,0,0.8,1,A,3,20210712
Peter Gojowczyk,Jenson Brooksby,131.0,152.0,31.9,20.7,188.0,188.0,0.0,0.0,5,Grass,3,0.19999999999999996,0,A,3,20210712
Kevin Anderson,Jack Sock,113.0,231.0,35.1,28.7,203.0,191.0,8.0,0.0,5,Grass,1,0.8787878787878788,1,A,3,20210712
Jack Sock,Kevin Anderson,231.0,113.0,28.7,35.1,191.0,203.0,0.0,8.0,5,Grass,2,0.12121212121212122,0,A,3,20210712
Alexander Bublik,Jason Jung,37.0,163.0,24.0,32.0,196.0,180.0,1.0,0.0,5,Grass,0,0.6666666666666666,1,A,3,20210712
Jason Jung,Alexander Bublik,163.0,37.0,32.0,24.0,180.0,196.0,0.0,1.0,5,Grass,3,0.33333333333333337,0,A,3,20210712
Jenson Brooksby,Jordan Thompson,152.0,71.0,20.7,27.2,188.0,183.0,0.0,7.0,6,Grass,1,0.8734177215189873,1,A,3,20210712
Jordan Thompson,Jenson Brooksby,71.0,152.0,27.2,20.7,183.0,188.0,7.0,0.0,6,Grass,2,0.12658227848101267,0,A,3,20210712
Kevin Anderson,Alexander Bublik,113.0,37.0,35.1,24.0,203.0,196.0,8.0,1.0,6,Grass,2,0.8260869565217391,1,A,3,20210712
Alexander Bublik,Kevin Anderson,37.0,113.0,24.0,35.1,196.0,203.0,1.0,8.0,6,Grass,1,0.17391304347826086,0,A,3,20210712
Kevin Anderson,Jenson Brooksby,113.0,152.0,35.1,20.7,203.0,188.0,8.0,0.0,7,Grass,1,0.8705882352941177,1,A,3,20210712
Jenson Brooksby,Kevin Anderson,152.0,113.0,20.7,35.1,188.0,203.0,0.0,8.0,7,Grass,2,0.12941176470588234,0,A,3,20210712
Pedro Martinez,Dennis Novak,95.0,122.0,24.2,27.8,185.0,183.0,0.0,0.0,3,Clay,0,0.6842105263157895,1,A,3,20210712
Dennis Novak,Pedro Martinez,122.0,95.0,27.8,24.2,183.0,185.0,0.0,0.0,3,Clay,3,0.3157894736842105,0,A,3,20210712
Federico Coria,Francisco Cerundolo,77.0,116.0,29.3,22.9,180.0,185.0,0.0,0.0,3,Clay,0,0.6,1,A,3,20210712
Francisco Cerundolo,Federico Coria,116.0,77.0,22.9,29.3,185.0,180.0,0.0,0.0,3,Clay,3,0.4,0,A,3,20210712
Marco Cecchinato,Richard Gasquet,82.0,54.0,28.7,35.0,185.0,183.0,0.0,5.0,3,Clay,1,0.6551724137931034,1,A,3,20210712
Richard Gasquet,Marco Cecchinato,54.0,82.0,35.0,28.7,183.0,185.0,5.0,0.0,3,Clay,2,0.3448275862068966,0,A,3,20210712
Arthur Rinderknech,Pedro Sousa,105.0,119.0,25.9,33.1,196.0,180.0,0.0,0.0,3,Clay,0,0.8571428571428571,1,A,3,20210712
Pedro Sousa,Arthur Rinderknech,119.0,105.0,33.1,25.9,180.0,196.0,0.0,0.0,3,Clay,3,0.1428571428571429,0,A,3,20210712
Yannick Hanfmann,Thiago Monteiro,107.0,93.0,29.6,27.1,193.0,183.0,0.0,0.0,3,Clay,0,0.65,1,A,3,20210712
