player,matches,wins,losses,avg_rest_days,rolling_10_winrate_latest,win_rate,peak_elo,current_elo,last_match_date,days_since_last,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,surf_matches_Other,wr_Clay,wr_Grass,wr_Hard,wr_Other,current_selo_Clay,current_selo_Grass,current_selo_Hard
Ainius Sabaliauskas,2,1,1,45.0,0.5,0.5,1500.0,1499.9999999999584,2022-09-17,823,0,0,2,0,,,0.5,,,,1499.9999999962029
Janko Tipsarevic,274,154,120,7.427007299270073,0.3,0.562,1780.2216190032477,1499.9999999999472,2019-10-14,1892,76,31,167,0,0.5395,0.4839,0.5868,,1505.440645579099,1499.5400859606038,1492.8029401873393
Stephane Robert,82,26,56,19.70731707317073,0.2,0.3171,1541.9246413250185,1499.999999999882,2020-01-13,1801,27,9,46,0,0.3333,0.3333,0.3043,,1483.4183242662343,1503.9584755479984,1497.554327529614
Yannick Maden,26,9,17,26.03846153846154,0.3,0.3462,1515.2051790002245,1499.9999999998224,2020-02-03,1780,9,2,15,0,0.4444,0.0,0.3333,,1498.0738087484326,1493.1448292210125,1491.632530406443
Blaz Kavcic,121,44,77,14.909090909090908,0.2,0.3636,1526.320956292034,1499.999999999691,2020-03-06,1748,47,14,60,0,0.383,0.2143,0.3833,,1499.9838821197964,1500.004232267771,1468.7457965544354
Alberto Lim,8,3,5,33.75,0.42857142857142855,0.375,1503.4266049626926,1499.9999999996494,2020-03-06,1748,3,0,5,0,0.3333,,0.4,,1500.0000102052534,,1501.9004097567392
Alexander Cozbinov,3,0,3,10.0,0.5,0.0,1500.0,1499.9999999995157,2020-01-06,1808,0,0,3,0,,,0.0,,,,1486.4568912997995
Tom Kocevar Desman,4,1,3,37.5,0.0,0.25,1500.0,1499.999999999355,2021-09-17,1188,1,0,3,0,1.0,,0.0,,1500.0,,1499.997205467686
Luis Patino,10,3,7,39.0,0.3333333333333333,0.3,1511.090942210204,1499.9999999993545,2021-03-05,1384,3,0,7,0,0.0,,0.4286,,1499.8770764915275,,1500.0019632850733
Steve Darcis,165,79,86,13.812121212121212,0.2,0.4788,1614.045675347699,1499.9999999993124,2020-01-06,1808,41,23,101,0,0.4634,0.4348,0.495,,1492.903215570444,1499.922951522715,1484.6015768871182
Jeson Patrombon,16,6,10,43.125,0.3,0.375,1516.2420019257213,1499.9999999991921,2020-03-06,1748,8,0,8,0,0.5,,0.25,,1493.0127372754453,,1497.2953985250144
Marsel Ilhan,72,26,46,22.125,0.4,0.3611,1528.2059736426975,1499.9999999991649,2021-01-05,1443,23,9,40,0,0.2609,0.3333,0.425,,1493.2715161017472,1506.7051015442307,1500.0000037912819
Alberto Emmanuel Alvarado Larin,10,0,10,51.0,0.0,0.0,1500.0,1499.9999999990969,2020-03-06,1748,1,0,9,0,0.0,,0.0,,1500.0,,1494.9054311096675
Harri Heliovaara,21,8,13,38.57142857142857,0.4,0.381,1520.3746125482471,1499.9999999990916,2020-03-06,1748,4,0,17,0,0.25,,0.4118,,1499.979462043531,,1500.2483337334236
Pak Long Yeung,2,0,2,45.0,0.5,0.0,1500.0,1499.999999998953,2020-03-06,1748,0,0,2,0,,,0.0,,,,1494.422974863014
Wai Yu Kai,2,0,2,45.0,0.5,0.0,1500.0,1499.9999999989254,2020-03-06,1748,0,0,2,0,,,0.0,,,,1494.3192157100457
Tatsuma Ito,92,33,59,20.793478260869566,0.2,0.3587,1510.651916475786,1499.99999999892,2020-01-20,1794,9,19,64,0,0.3333,0.4211,0.3438,,1499.8434375319748,1500.4831500562864,1486.1389182702462
Franz Luna Lavidalie,2,0,2,45.0,0.5,0.0,1500.0,1499.999999998917,2020-03-06,1748,0,0,2,0,,,0.0,,,,1494.3255189308934
Haydn Lewis,14,3,11,53.285714285714285,0.2,0.2143,1511.2950692726506,1499.9999999986633,2020-03-06,1748,3,0,11,0,0.0,,0.2727,,1499.9922254300302,,1499.9174030100382
Quinton Vega,2,0,2,15.0,0.5,0.0,1500.0,1499.9999999986517,2020-03-06,1748,0,0,2,0,,,0.0,,,,1492.900672870954
Luis David Martinez,14,8,6,53.285714285714285,0.6,0.5714,1527.2502854616446,1499.9999999979564,2020-03-06,1748,2,0,12,0,0.5,,0.5833,,1500.0000468684282,,1489.1292348635905
Santiago Giraldo,300,138,162,9.203333333333333,0.3,0.46,1640.8451283184436,1499.9999999975328,2020-03-06,1748,156,23,121,0,0.5192,0.4348,0.3884,,1500.0304913938576,1500.1907112639171,1488.2847743411457
Lucas Miedler,4,1,3,52.5,0.0,0.25,1500.0,1499.999999990033,2024-02-03,319,1,0,3,0,0.0,,0.3333,,1500.0,,1499.9999999999984
Daniel Masur,6,1,5,45.0,0.2,0.1667,1500.0,1499.9999999851118,2021-06-28,1269,4,1,1,0,0.25,0.0,0.0,,1498.336217033086,1500.0,1500.0
Gastao Elias,79,28,51,21.050632911392405,0.2,0.3544,1541.866769757468,1499.9999999389354,2021-09-18,1187,50,3,26,0,0.48,0.0,0.1538,,1504.6789537422376,1499.878635300466,1499.998386519992
Mubarak Shannan Zayid,4,0,4,52.5,0.0,0.0,1500.0,1499.9999999375245,2021-03-08,1381,0,0,4,0,,,0.0,,,,1499.9321050309732
Andrea Arnaboldi,14,4,10,33.42857142857143,0.3,0.2857,1516.5566703540917,1499.9999998325152,2021-01-05,1443,12,1,1,0,0.3333,0.0,0.0,,1506.8470019082047,1500.0,1500.0
Donald Young,259,112,147,10.027027027027026,0.2,0.4324,1686.6318864194411,1499.9999998200685,2021-01-04,1444,27,35,197,0,0.2222,0.4,0.467,,1485.4620653545044,1505.3038737572006,1498.4239234231295
Jc Aragone,4,0,4,52.5,0.0,0.0,1500.0,1499.999999748291,2021-01-04,1444,0,2,2,0,,0.0,0.0,,,1497.0781705745728,1499.9999313326523
Rodrigo Crespo Piedra,2,0,2,45.0,0.5,0.0,1500.0,1499.9999987465728,2024-02-02,320,0,0,2,0,,,0.0,,,,1499.9999984232436
Zhe Li,18,4,14,35.05555555555556,0.3,0.2222,1500.668955268403,1499.9999985531551,2023-09-20,455,0,0,18,0,,,0.2222,,,,1499.999994972259
Frederico Ferreira Silva,13,5,8,48.38461538461539,0.4,0.3846,1517.5982921081,1499.9999981554056,2021-02-08,1409,7,0,6,0,0.4286,,0.3333,,1501.6032813168486,,1495.760456799293
Alejandro Gonzalez,61,18,43,20.83606557377049,0.3,0.2951,1504.917356230182,1499.9999979527872,2022-03-04,1020,25,2,34,0,0.28,0.0,0.3235,,1497.2657692508737,1492.8625519535462,1499.9797734140514
Jesse Flores,3,0,3,30.0,0.5,0.0,1500.0,1499.9999975471117,2024-02-02,320,0,0,3,0,,,0.0,,,,1499.999996874767
James Ward,69,19,50,20.565217391304348,0.0,0.2754,1560.013969539105,1499.9999968883724,2021-06-21,1276,7,33,29,0,0.1429,0.2424,0.3448,,1490.8615114338968,1499.5658180998712,1468.6333674234925
Juan Borba,6,1,5,35.0,0.2,0.1667,1500.1045340769217,1499.9999960960697,2023-02-03,684,5,0,0,1,0.2,,,0.0,1499.9999999999982,,
Tommy Robredo,245,136,109,8.481632653061224,0.2,0.5551,1741.0373257665938,1499.999993908025,2022-04-18,975,120,11,114,0,0.5833,0.5455,0.5263,,1499.9945379480155,1506.3904309411091,1502.2047772810165
John Patrick Smith,27,5,22,34.888888888888886,0.0,0.1852,1507.504286275822,1499.9999926527892,2021-02-22,1395,0,9,18,0,,0.4444,0.0556,,,1493.0215111087487,1490.0717911411414
Mischa Zverev,202,78,124,11.603960396039604,0.3,0.3861,1662.2565304874486,1499.9999889576509,2021-03-22,1367,46,38,118,0,0.3043,0.5,0.3814,,1470.4616868812543,1494.721941051611,1488.9737452719119
Maxime Janvier,6,0,6,46.166666666666664,0.0,0.0,1500.0,1499.9999887685779,2024-07-01,170,4,1,1,0,0.0,0.0,0.0,,1497.66904929895,1500.0,1500.0
Leonardo Mayer,306,148,158,9.513071895424837,0.0,0.4837,1662.3441105871734,1499.999984514011,2021-03-08,1381,157,27,122,0,0.5223,0.4815,0.4344,,1491.522581103879,1504.047593897769,1490.33758019268
Sandro Ehrat,6,1,5,53.833333333333336,0.2,0.1667,1500.0,1499.9999812703907,2021-07-19,1248,5,0,1,0,0.2,,0.0,,1498.9578989035463,,1500.0
Vladimir Ivanov,10,5,5,44.6,0.5555555555555556,0.5,1527.0827603910825,1499.9999810641991,2021-09-17,1188,1,0,9,0,0.0,,0.5556,,1500.0,,1499.3976157658392
Roberto Cid,15,4,11,45.733333333333334,0.2,0.2667,1511.7208291032928,1499.9999790958327,2021-09-17,1188,6,0,9,0,0.1667,,0.3333,,1502.525730484388,,1492.9862788152066
Ruben Bemelmans,84,28,56,24.023809523809526,0.2,0.3333,1554.094638279216,1499.9999749139117,2021-09-18,1187,11,19,54,0,0.3636,0.3158,0.3333,,1492.77817825946,1497.7944458756929,1466.9005840866873
Brandon Perez,3,0,3,50.0,0.5,0.0,1500.0,1499.9999704493298,2021-09-18,1187,1,0,2,0,0.0,,0.0,,1500.0,,1499.339117848405
Ruan Roelofse,10,3,7,51.0,0.2222222222222222,0.3,1500.0,1499.9999466771405,2021-09-18,1187,1,0,9,0,0.0,,0.3333,,1500.0,,1498.750997764487
Juan Pablo Ficovich,3,1,2,30.0,0.5,0.3333,1512.1554140372782,1499.999945786822,2022-01-31,1052,3,0,0,0,0.3333,,,,1507.4389142561995,,
Arjun Kadhe,4,0,4,52.5,0.0,0.0,1500.0,1499.999928452023,2022-01-31,1052,0,0,4,0,,,0.0,,,,1499.8016284967732
Kaichi Uchida,5,2,3,30.6,0.5,0.4,1504.836277509359,1499.999927796,2022-10-03,807,0,1,4,0,,1.0,0.25,,,1500.0,1496.0669199143492
Mehluli Don Ayanda Sibanda,4,0,4,52.5,0.0,0.0,1500.0,1499.999922111117,2021-11-26,1118,1,0,3,0,0.0,,0.0,,1500.0,,1496.2475866225836
Viktor Troicki,386,199,187,7.715025906735751,0.3,0.5155,1703.6499329730455,1499.9999141609114,2021-06-14,1283,93,48,245,0,0.5269,0.5208,0.5102,,1499.99955276453,1507.0476960937633,1483.8896106102789
Joao Menezes,3,0,3,50.0,0.5,0.0,1500.0,1499.9999085382851,2021-07-24,1243,2,0,1,0,0.0,,0.0,,1499.1364517477061,,1500.0
Federico Zeballos,14,4,10,40.714285714285715,0.3,0.2857,1512.0,1499.9998725844148,2022-09-16,824,6,0,8,0,0.1667,,0.375,,1499.9089680972995,,1500.0000163504662
Noah Rubin,29,8,21,33.13793103448276,0.3,0.2759,1531.3450025748336,1499.9998175424996,2021-08-23,1213,5,2,22,0,0.2,0.0,0.3182,,1496.5143016374955,1499.9999989860867,1495.1111242419058
Paolo Lorenzi,274,106,168,11.025547445255475,0.3,0.3869,1590.8240522957663,1499.9997400667446,2021-07-12,1255,134,23,117,0,0.4328,0.1739,0.3761,,1471.7986744855793,1499.8058886609838,1490.5107985693523
Adrian Andreev,9,2,7,36.22222222222222,0.25,0.2222,1510.9339730044592,1499.9997304981584,2021-09-27,1178,0,0,9,0,,,0.2222,,,,1492.6436042318983
Antoine Hoang,19,6,13,26.42105263157895,0.3,0.3158,1524.2872899112067,1499.9996508275615,2021-09-20,1185,4,2,13,0,0.5,0.5,0.2308,,1501.2665074106865,1507.0,1491.1789964226582
Sergiy Stakhovsky,274,115,159,11.306569343065693,0.5,0.4197,1609.0865191204045,1499.9996456966683,2021-11-26,1118,66,41,167,0,0.3939,0.439,0.4251,,1492.2811299479547,1497.0875545928457,1494.0124898799236
Ivo Karlovic,380,193,187,8.726315789473684,0.3,0.5079,1730.6659200114295,1499.999643145877,2021-08-30,1206,60,64,256,0,0.4,0.5781,0.5156,,1494.2173322714693,1506.735565829308,1481.193681338739
Yuki Bhambri,57,26,31,27.29824561403509,0.2,0.4561,1569.1947643801884,1499.9996129419055,2023-02-03,684,3,4,50,0,0.3333,0.25,0.48,,1500.0,1499.9999729480594,1497.4599935297115
Yen Hsun Lu,235,101,134,10.672340425531916,0.1,0.4298,1601.0502712775171,1499.999610828356,2021-07-24,1243,20,36,179,0,0.25,0.4444,0.4469,,1499.9999988927734,1493.0146811438551,1489.1101332792975
Yuichi Sugita,137,53,84,16.48175182481752,0.3,0.3869,1646.5882664196354,1499.9994321627605,2021-08-30,1206,14,31,92,0,0.2143,0.4839,0.3804,,1499.842187005707,1500.208310730364,1480.5457333844788
Mikael Torpegaard,12,5,7,38.083333333333336,0.4,0.4167,1514.1873851751302,1499.9993524885333,2022-03-04,1020,1,1,10,0,1.0,0.0,0.4,,1500.0,1500.0,1501.8062972922232
Aziz Ouakaa,2,1,1,45.0,0.5,0.5,1500.0,1499.9989898315443,2021-11-26,1118,1,0,1,0,1.0,,0.0,,1500.0,,1500.0
Andrea Collarini,2,0,2,45.0,0.5,0.0,1500.0,1499.99882631836,2024-07-22,149,2,0,0,0,0.0,,,,1499.9991912036257,,
Nicolas Kicker,48,19,29,14.604166666666666,0.2,0.3958,1555.5715748139369,1499.9983477911721,2022-02-21,1031,35,1,12,0,0.4286,0.0,0.3333,,1497.2410668752398,1500.0,1489.5010203072295
Evgeny Donskoy,167,54,113,16.15568862275449,0.2,0.3234,1524.5179117600646,1499.9982147840271,2021-10-18,1157,28,16,123,0,0.2143,0.25,0.3577,,1475.6782998370509,1499.9979371789289,1465.9223566211494
Sanjar Fayziev,15,2,13,42.0,0.2,0.1333,1505.9612820525072,1499.9977926552306,2022-03-04,1020,3,2,10,0,0.3333,0.0,0.1,,1506.9990691581427,1499.9999807654108,1500.7067459173413
Jose Rubin Statham,27,6,21,35.888888888888886,0.3,0.2222,1508.778603514739,1499.9974813764509,2024-09-14,95,3,2,22,0,0.3333,0.0,0.2273,,1507.075123559179,1493.0,1500.0000000077225
Aleksandre Metreveli,9,2,7,23.333333333333332,0.25,0.2222,1514.4335476490835,1499.9972023910914,2022-01-03,1080,2,0,7,0,0.5,,0.1429,,1507.0,,1486.2773249121053
Gianluca Mager,59,24,35,12.11864406779661,0.3,0.4068,1569.2547975707494,1499.99716285423,2022-01-31,1052,31,2,26,0,0.4516,0.5,0.3462,,1500.3875236800623,1506.9970366876871,1474.5898276278294
Thomaz Bellucci,303,143,160,8.481848184818482,0.2,0.4719,1646.9513951599813,1499.9954235088926,2023-02-20,667,170,13,120,0,0.5353,0.2308,0.4083,,1499.999999997024,1488.966696139811,1499.9998992206972
Cedrik Marcel Stebe,82,32,50,18.646341463414632,0.4,0.3902,1530.412087808262,1499.9953220113352,2022-02-07,1045,35,9,38,0,0.5143,0.2222,0.3158,,1500.1338309603725,1499.8854129331173,1503.1729800977453
Thomas Fabbiano,88,27,61,17.454545454545453,0.1,0.3068,1523.884624193658,1499.9947386787255,2022-02-14,1038,25,14,49,0,0.24,0.5714,0.2653,,1491.565672086963,1523.3456943587948,1490.6542735700568
Lorenzo Giustino,8,1,7,48.75,0.14285714285714285,0.125,1508.6516547113438,1499.9942413315057,2023-04-17,611,6,0,2,0,0.1667,,0.0,,1500.0015387070384,,1498.5494152454567
Andrej Martin,64,27,37,21.21875,0.5,0.4219,1601.4701200301802,1499.9941260378293,2022-01-31,1052,49,1,14,0,0.4694,0.0,0.2857,,1486.0172772187434,1500.0,1475.9950175454092
Renzo Olivo,56,23,33,16.178571428571427,0.5,0.4107,1535.6026849337577,1499.9937678826714,2022-02-21,1031,46,1,9,0,0.4565,0.0,0.2222,,1496.1831208684507,1500.0,1499.9999999841414
Pablo Cuevas,346,179,167,8.690751445086706,0.3,0.5173,1710.544200856293,1499.9936775387312,2022-05-23,940,212,16,118,0,0.5991,0.375,0.3898,,1502.5156422027299,1499.8381114918052,1483.5812628897447
Muzammil Murtaza,4,0,4,37.5,0.0,0.0,1500.0,1499.9930239323155,2022-09-16,824,2,2,0,0,0.0,0.0,,,1493.398884157631,1499.998572333764,
Johan Nikles,4,1,3,37.5,0.3333333333333333,0.25,1505.9929772918442,1499.992749539339,2022-05-16,947,4,0,0,0,0.25,,,,1503.4698888461119,,
Federico Gaio,18,3,15,38.888888888888886,0.1,0.1667,1512.2270320155744,1499.9926612298752,2022-01-31,1052,10,0,8,0,0.3,,0.0,,1497.2375636545225,,1486.4822851289541
Thai Son Kwiatkowski,7,0,7,53.142857142857146,0.0,0.0,1500.0,1499.992414372157,2023-08-21,485,0,1,6,0,,0.0,0.0,,,1500.0,1499.9721676253769
Mathias Bourgue,6,1,5,45.0,0.2,0.1667,1512.0,1499.9920797145487,2023-11-06,408,4,0,2,0,0.25,,0.0,,1499.9999994374725,,1500.0
Brayden Schnur,23,4,19,30.73913043478261,0.0,0.1739,1537.85488762451,1499.9920254832189,2022-01-03,1080,0,3,20,0,,0.0,0.2,,,1499.7330985085546,1477.7004238529112
Gian Marco Moroni,4,1,3,37.5,0.3333333333333333,0.25,1511.9239203814536,1499.9905020301803,2022-04-18,975,3,0,1,0,0.3333,,0.0,,1499.9998731252322,,1500.0
Gabi Adrian Boitan,3,1,2,30.0,0.5,0.3333,1511.9911290688115,1499.9905016459347,2024-09-13,96,1,0,2,0,0.0,,0.5,,1500.0,,1507.0377825604887
Matthew Ebden,205,78,127,12.473170731707317,0.5,0.3805,1611.7384388531475,1499.9876913480787,2024-07-29,142,15,46,144,0,0.0667,0.4348,0.3958,,1499.9999999999582,1499.9979493350306,1515.829044137716
Luke Saville,10,2,8,40.4,0.2222222222222222,0.2,1518.9743710150244,1499.9863833788093,2023-09-20,455,0,6,4,0,,0.3333,0.0,,,1497.6031240002765,1499.9492078710903
Salvatore Caruso,63,19,44,16.761904761904763,0.1,0.3016,1536.4337768546225,1499.9837814436817,2022-01-17,1066,27,4,32,0,0.2963,0.0,0.3438,,1449.1613023640782,1492.7449912669535,1477.2470294989578
Martin Antonio Vergara Del Puerto,3,1,2,50.0,0.5,0.3333,1501.1390009281477,1499.98246133241,2024-02-03,319,3,0,0,0,0.3333,,,,1499.9780733841185,,
Stefan Kozlov,35,9,26,24.8,0.3,0.2571,1533.2227350159756,1499.9798991813711,2022-09-19,821,1,13,21,0,0.0,0.3846,0.1905,,1500.0,1492.789867563293,1498.0551798005977
Christian Sigsgaard,7,3,4,38.57142857142857,0.5,0.4286,1510.8628623747363,1499.9787820141787,2022-09-17,823,0,1,6,0,,0.0,0.5,,,1500.0,1502.4886482617335
Petros Tsitsipas,7,3,4,38.57142857142857,0.5,0.4286,1511.7452677504327,1499.976614800349,2024-07-29,142,5,0,2,0,0.6,,0.0,,1500.0016298510598,,1495.320613668468
Gerald Melzer,53,18,35,26.11320754716981,0.4,0.3396,1506.4199259105883,1499.9761390513952,2022-07-25,877,37,0,16,0,0.4324,,0.125,,1499.9999995773344,,1499.9999904507022
Juan Alejandro Hernandez Serrano,3,1,2,30.0,0.5,0.3333,1503.3865619370665,1499.9695874851202,2022-08-01,870,0,0,3,0,,,0.3333,,,,1500.9270887206585
Michael Geerts,3,1,2,40.0,0.5,0.3333,1504.2264224707515,1499.9664673578734,2022-10-17,793,1,0,2,0,1.0,,0.0,,1500.0,,1493.6617158831689
Wishaya Trongcharoenchaikul,23,12,11,34.73913043478261,0.6,0.5217,1549.3112445655283,1499.9654509634906,2024-02-03,319,9,2,12,0,0.5556,0.5,0.5,,1500.0000001938845,1493.0,1493.0160811147803
Andreas Seppi,492,242,250,7.664634146341464,0.3,0.4919,1680.3085605134575,1499.9629859507133,2022-06-06,926,131,78,283,0,0.4656,0.5897,0.477,,1486.2001037395394,1502.810967043761,1481.8143666037554
Jo-Wilfried Tsonga,514,338,176,6.614785992217898,0.2,0.6576,1888.068934237233,1499.954629576523,2022-05-23,940,116,60,338,0,0.6034,0.6667,0.6746,,1477.757949679662,1493.18215417329,1504.008859716272
Eduardo Nava,2,0,2,45.0,0.5,0.0,1500.0,1499.9533731086683,2023-05-29,569,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Nicola Kuhn,12,3,9,33.916666666666664,0.3,0.25,1511.6401349362031,1499.9520130392073,2022-07-18,884,4,2,6,0,0.25,0.0,0.3333,,1497.4896685724912,1497.5138232125198,1506.6790886061428
Juan Ignacio Londero,85,35,50,12.223529411764705,0.4,0.4118,1615.8040388420716,1499.9414740238458,2022-05-23,940,62,4,19,0,0.4839,0.25,0.2105,,1481.3779842117717,1499.8529199699944,1475.1104816253535
Jay Clarke,13,2,11,24.0,0.1,0.1538,1506.9378511472398,1499.9356098323165,2022-06-27,905,0,12,1,0,,0.1667,0.0,,,1487.7533344249005,1500.0
Nicolas Alvarez,12,7,5,32.5,0.6,0.5833,1533.9237766005774,1499.9318238623275,2022-09-17,823,9,0,3,0,0.5556,,0.6667,,1493.3610175938104,,1495.7847482718275
Peter Bertran,4,2,2,37.5,0.3333333333333333,0.5,1500.0,1499.92572705559,2022-09-16,824,1,0,3,0,1.0,,0.3333,,1500.0,,1492.952672317349
Sam Querrey,479,254,225,7.916492693110647,0.4,0.5303,1755.2175807781907,1499.9249508755597,2022-08-29,842,77,94,308,0,0.4286,0.6277,0.526,,1497.1478323559054,1500.8802172880364,1465.3541087147516
Lukas Rosol,277,123,154,10.209386281588447,0.3,0.444,1677.845374001974,1499.9235162530836,2022-10-17,793,98,21,158,0,0.5306,0.381,0.3987,,1500.6305233210358,1499.9999999999122,1499.988171343926
Ji Sung Nam,8,3,5,52.25,0.42857142857142855,0.375,1502.103388629247,1499.9226712045624,2022-09-26,814,0,1,7,0,,1.0,0.2857,,,1500.0,1491.575781876724
Hiroki Moriya,14,3,11,31.357142857142858,0.2,0.2143,1500.0,1499.9057757126873,2022-10-03,807,0,1,13,0,,0.0,0.2308,,,1500.0,1500.3009067282742
Peter Gojowczyk,174,76,98,13.448275862068966,0.2,0.4368,1654.6216689311032,1499.8960985672009,2022-08-29,842,23,26,125,0,0.3043,0.4615,0.456,,1489.672544617134,1503.2827229817317,1484.3412810798907
Johannes Ingildsen,3,1,2,50.0,0.5,0.3333,1500.0,1499.8939429260492,2022-09-17,823,0,1,2,0,,0.0,0.5,,,1500.0,1497.3728455704252
Matteo Gigante,3,1,2,21.666666666666668,0.5,0.3333,1500.0,1499.8901533630908,2024-05-06,226,3,0,0,0,0.3333,,,,1499.848245385999,,
Ernests Gulbis,310,157,153,9.73225806451613,0.4,0.5065,1828.2599013377835,1499.883302085838,2023-02-04,683,96,28,185,1,0.5208,0.3929,0.5135,1.0,1499.5017193472193,1492.204338232889,1498.5322314889343
Petros Chrysochos,14,4,10,36.42857142857143,0.3,0.2857,1511.9866022351505,1499.8811719820437,2024-02-03,319,5,0,7,2,0.4,,0.1429,0.5,1506.9994912568827,,1500.0
Stylianos Christodoulou,2,1,1,45.0,0.5,0.5,1500.0,1499.860093296323,2024-02-03,319,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Roberto Quiroz,21,9,12,35.904761904761905,0.4,0.4286,1532.2174637387761,1499.8495533208093,2022-09-17,823,8,1,12,0,0.625,0.0,0.3333,,1510.2289639984501,1500.0,1484.4408872527274
Illya Marchenko,110,41,69,19.30909090909091,0.3,0.3727,1559.1381023814922,1499.8488014828877,2023-08-21,485,13,16,81,0,0.2308,0.1875,0.4321,,1492.9594927803184,1493.0557933144762,1499.78859342054
Kacper Zuk,8,3,5,48.625,0.42857142857142855,0.375,1508.9168744042051,1499.8484844182112,2023-01-02,716,1,0,7,0,0.0,,0.4286,,1500.0,,1497.8926699054389
Denis Istomin,384,171,213,8.8671875,0.1,0.4453,1656.0223417692127,1499.8370920149207,2022-09-16,824,108,57,219,0,0.4167,0.5088,0.4429,,1499.4003105173765,1494.329484501484,1485.0873874455167
Gilles Arnaud Bailly,2,0,2,45.0,0.5,0.0,1500.0,1499.833372893918,2024-10-14,65,0,0,2,0,,,0.0,,,,1499.8638938810855
Nino Serdarusic,10,2,8,42.4,0.2222222222222222,0.2,1508.928862353659,1499.8310200685369,2023-05-22,576,6,0,4,0,0.1667,,0.25,,1499.7530283831331,,1485.5285146839597
Bjorn Fratangelo,62,22,40,22.5,0.3,0.3548,1520.582571452015,1499.8297117311001,2023-07-31,506,16,6,40,0,0.3125,0.5,0.35,,1497.6539674936946,1504.1876687099714,1499.9847011571187
Aljaz Bedene,298,137,161,10.885906040268456,0.2,0.4597,1650.2870073889542,1499.8221643426066,2022-09-16,824,129,35,134,0,0.4961,0.3714,0.4478,,1495.1345234133817,1490.5760245324266,1491.6674944548217
Hugo Nys,2,1,1,45.0,0.5,0.5,1500.0,1499.7969075870974,2024-09-14,95,1,0,1,0,1.0,,0.0,,1500.0,,1500.0
Mili Poljicak,2,0,2,45.0,0.5,0.0,1500.0,1499.7960154143498,2024-07-22,149,2,0,0,0,0.0,,,,1499.8671203758986,,
Alexandar Lazarov,12,4,8,43.333333333333336,0.4,0.3333,1519.8892777754522,1499.7707226171922,2023-11-06,408,1,0,11,0,1.0,,0.2727,,1500.0,,1494.663266095475
Karim Mohamed Maamoun,13,5,8,48.15384615384615,0.3,0.3846,1520.6971341676262,1499.7602313643893,2023-09-16,459,9,0,4,0,0.3333,,0.5,,1499.338263869369,,1500.3668959479664
Alexander Ritschard,11,4,7,31.636363636363637,0.4,0.3636,1522.5906278759119,1499.7423591401212,2024-04-01,261,6,1,4,0,0.3333,0.0,0.5,,1495.6046898262389,1500.0,1508.4758144384261
Beibit Zhukayev,9,4,5,26.666666666666668,0.5,0.4444,1530.5890074073043,1499.7335190061083,2024-10-14,65,0,0,9,0,,,0.4444,,,,1513.218331176827
Andrey Kuznetsov,172,77,95,12.779069767441861,0.2,0.4477,1677.7494464799984,1499.7204519778509,2023-08-21,485,69,17,86,0,0.4348,0.3529,0.4767,,1497.834199426214,1493.8500401965116,1500.0002780186207
Gonzalo Lama,15,8,7,38.2,0.6,0.5333,1553.7954918837834,1499.6754727608013,2023-07-31,506,11,0,4,0,0.6364,,0.25,,1497.436996111929,,1500.0
Clement Mainguy,2,0,2,15.0,0.5,0.0,1500.0,1499.670143542395,2023-02-03,684,0,0,0,2,,,,0.0,,,
Alessandro Giannessi,36,13,23,27.97222222222222,0.3,0.3611,1540.712809690111,1499.6552444765346,2023-04-03,625,28,0,8,0,0.3929,,0.25,,1495.180219163747,,1484.2914723731133
Blaz Rola,37,14,23,24.54054054054054,0.3,0.3784,1512.4204889878495,1499.6500984340478,2023-09-15,460,19,5,13,0,0.4737,0.2,0.3077,,1506.304970135071,1495.3836684247376,1499.9994886958102
Nick Chappell,2,0,2,45.0,0.5,0.0,1500.0,1499.6418155032407,2023-02-27,660,0,0,2,0,,,0.0,,,,1494.8992703312247
Malek Jaziri,236,96,140,13.033898305084746,0.4,0.4068,1623.6145846310703,1499.63325781893,2023-02-27,660,53,27,156,0,0.434,0.2963,0.4167,,1506.090997024067,1492.229554375287,1491.5172799733275
Guido Andreozzi,40,12,28,19.925,0.3,0.3,1513.1023362747314,1499.6150667197594,2024-07-22,149,22,4,14,0,0.2727,0.25,0.3571,,1500.1904003672469,1497.294628640173,1499.99999962879
Henri Laaksonen,124,48,76,21.112903225806452,0.1,0.3871,1573.7602103850388,1499.6089977836064,2022-09-19,821,53,2,69,0,0.3962,0.0,0.3913,,1485.9190239146737,1499.9999999998863,1467.5110228788922
Matic Kriznik,4,1,3,37.5,0.3333333333333333,0.25,1509.9998492695388,1499.6040505039841,2024-02-02,320,1,0,2,1,1.0,,0.0,0.0,1500.0,,1493.2729660888472
Pedro Martinez,159,68,91,9.89937106918239,0.2,0.4277,1622.682409085154,1499.5686649751199,2024-11-04,44,88,10,61,0,0.4773,0.3,0.377,,1527.1776897229072,1485.9905100307835,1464.4062640932802
Tennys Sandgren,123,47,76,12.365853658536585,0.2,0.3821,1583.5328771006084,1499.5459429512057,2024-02-05,317,30,16,77,0,0.3,0.5,0.3896,,1476.8654136630262,1506.977079595128,1498.8627094235355
