player,matches,wins,losses,avg_rest_days,rolling_10_winrate_latest,win_rate,peak_elo,current_elo,last_match_date,days_since_last,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,surf_matches_Other,wr_Clay,wr_Grass,wr_Hard,wr_Other,current_selo_Clay,current_selo_Grass,current_selo_Hard
Daniel Michalski,4,1,3,22.5,0.3333333333333333,0.25,1500.0000000020486,1499.529207069974,2023-01-02,716,0,0,4,0,,,0.25,,,,1486.5253574456117
Yasutaka Uchiyama,41,13,28,27.146341463414632,0.3,0.3171,1535.836640226617,1499.5065277186204,2024-09-18,91,2,3,36,0,0.0,0.0,0.3611,,1495.8434489220413,1492.8784318668145,1515.5539234792675
Bor Artnak,6,2,4,45.0,0.4,0.3333,1509.740840957055,1499.4948435072063,2023-09-15,460,5,0,0,1,0.4,,,0.0,1495.3080248388328,,
Philip Henning,7,3,4,38.57142857142857,0.5,0.4286,1504.5369467428532,1499.4947816666377,2024-09-14,95,3,0,4,0,0.0,,0.75,,1492.7727004998878,,1493.0247226754593
Prajnesh Gunneswaran,39,11,28,23.974358974358974,0.2,0.2821,1527.7649252045176,1499.4497999633409,2023-02-03,684,2,8,29,0,0.0,0.25,0.3103,,1495.9847277813515,1482.3647686850095,1486.4740337795067
Edan Leshem,15,5,10,38.666666666666664,0.4,0.3333,1511.5773434669197,1499.435150827817,2023-02-04,683,3,0,11,1,0.6667,,0.2727,0.0,1499.833488020127,,1493.3355245466805
Bradley Klahn,55,13,42,23.78181818181818,0.3,0.2364,1522.5117349982033,1499.419831680824,2023-07-31,506,4,9,42,0,0.0,0.2222,0.2619,,1493.1335535304452,1493.6940499871334,1497.4892292351847
Jeremy Chardy,463,227,236,8.183585313174946,0.4,0.4903,1681.0802803659712,1499.3843229855054,2023-07-03,534,150,51,262,0,0.4933,0.4706,0.4924,,1492.371669339632,1499.767991090945,1515.883028915491
Michail Pervolarakis,13,2,11,31.923076923076923,0.2,0.1538,1500.0,1499.375225867677,2023-01-02,716,1,0,12,0,0.0,,0.1667,,1500.0,,1485.796788101349
Arthur Fery,2,0,2,45.0,0.5,0.0,1500.0,1499.3191693183303,2024-07-01,170,0,2,0,0,,0.0,,,,1497.5327809056282,
Denis Yevseyev,4,1,3,37.5,0.3333333333333333,0.25,1508.776165455536,1499.3037213708387,2024-09-18,91,2,0,2,0,0.5,,0.0,,1507.1632771485731,,1497.3162709008063
Norbert Gombos,85,26,59,21.48235294117647,0.1,0.3059,1539.3019976871776,1499.2895342122808,2024-09-15,94,29,5,51,0,0.4138,0.0,0.2745,,1500.1152557326734,1492.7197893986827,1499.4769702866106
Menelaos Efstathiou,5,1,4,42.0,0.25,0.2,1500.0,1499.2833366171328,2024-02-03,319,1,0,2,2,0.0,,0.0,0.5,1500.0,,1500.0
Yunseong Chung,2,0,2,45.0,0.5,0.0,1500.0,1499.272667601075,2023-07-17,520,0,1,1,0,,0.0,0.0,,,1500.0,1500.0
Dalibor Svrcina,6,2,4,27.333333333333332,0.4,0.3333,1507.9840504199483,1499.2465695400074,2024-01-29,324,0,0,6,0,,,0.3333,,,,1495.6477879876575
Michael Bassem Sobhy,2,0,2,45.0,0.5,0.0,1500.0,1499.1670889164157,2024-02-02,320,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Alec Beckley,2,0,2,45.0,0.5,0.0,1500.0,1499.163078066081,2024-09-14,95,1,0,0,1,0.0,,,0.0,1500.0,,
Steven Diez,15,2,13,37.0,0.1,0.1333,1512.8778796246654,1499.140320240641,2024-01-01,352,9,0,6,0,0.1111,,0.1667,,1485.4669224933987,,1493.6753215866927
Oleksandr Ovcharenko,2,0,2,45.0,0.5,0.0,1500.0,1499.127296581568,2024-09-13,96,0,0,1,1,,,0.0,0.0,,,1500.0
Pedro Sousa,45,15,30,31.755555555555556,0.1,0.3333,1534.8653145294115,1499.0437111429121,2023-04-03,625,32,1,12,0,0.4062,0.0,0.1667,,1493.1674112903288,1500.0,1481.5865319124023
Nikoloz Basilashvili,318,146,172,8.874213836477987,0.2,0.4591,1691.3246754412287,1499.0069379814317,2023-03-06,653,94,33,191,0,0.4681,0.4545,0.4555,,1483.7982595108376,1516.6628811430967,1468.1686374814335
Marius Copil,154,63,91,17.064935064935064,0.4,0.4091,1580.3556268541179,1498.9214140507622,2024-02-03,319,37,15,102,0,0.2432,0.4,0.4706,,1490.7390970446015,1498.606918486131,1499.7191018936007
Yanaki Milev,4,2,2,37.5,0.3333333333333333,0.5,1500.0,1498.8772448422164,2024-09-14,95,3,0,1,0,0.6667,,0.0,,1504.128456902007,,1500.0
Stefanos Sakellaridis,4,1,3,22.5,0.3333333333333333,0.25,1509.915369696733,1498.8098164501782,2024-01-01,352,0,0,4,0,,,0.25,,,,1497.4933424846301
J J Wolf,98,45,53,10.979591836734693,0.2,0.4592,1624.1682101659594,1498.7377541470153,2024-07-29,142,16,6,76,0,0.4375,0.5,0.4605,,1493.6824457831412,1507.194574706571,1492.1433009588093
Federico Delbonis,362,165,197,9.616022099447514,0.3,0.4558,1644.987948248022,1498.7234114180287,2023-02-06,681,248,12,102,0,0.5524,0.0,0.2745,,1507.4462838957754,1490.397258355402,1428.8144675151784
Geoffrey Blancaneaux,6,0,6,40.833333333333336,0.0,0.0,1500.0,1498.6590004509917,2023-02-20,667,1,0,5,0,0.0,,0.0,,1500.0,,1480.7017674208969
Younes Lalami Laaroussi,2,0,2,45.0,0.5,0.0,1500.0,1498.6124607527092,2024-09-14,95,2,0,0,0,0.0,,,,1499.1391107903123,,
George Loffhagen,2,0,2,18.5,0.5,0.0,1500.0,1498.5376266078779,2023-07-03,534,0,2,0,0,,0.0,,,,1493.002574118448,
Lucas Catarina,9,2,7,50.0,0.125,0.2222,1505.0732356574765,1498.5145622656175,2023-09-15,460,5,0,4,0,0.2,,0.25,,1498.7354274291113,,1499.9999999999998
Mirza Basic,75,34,41,22.546666666666667,0.3,0.4533,1618.6767732797448,1498.4063903905749,2024-09-14,95,20,6,49,0,0.35,0.3333,0.5102,,1501.8997068467836,1493.100597684253,1505.6641077067848
Alexey Vatutin,9,2,7,38.22222222222222,0.25,0.2222,1528.4230439473754,1498.2890450817688,2024-10-14,65,6,0,3,0,0.3333,,0.0,,1499.9999975007668,,1499.8810539426358
Alibek Kachmazov,9,4,5,23.88888888888889,0.5,0.4444,1534.0180623280703,1498.2561027990744,2024-09-18,91,0,0,9,0,,,0.4444,,,,1518.0849683816894
Adam Moundir,4,1,3,52.5,0.3333333333333333,0.25,1500.0005981772395,1498.2126009557942,2023-09-16,459,3,0,1,0,0.3333,,0.0,,1500.0003111939207,,1500.0
Gonzalo Bueno,3,1,2,50.0,0.5,0.3333,1508.2120850377212,1498.1822043773336,2024-09-13,96,1,0,1,1,0.0,,0.0,1.0,1500.0,,1500.0
Dragos Nicolae Madaras,4,0,4,37.5,0.0,0.0,1500.0,1498.1562144628851,2023-07-17,520,1,0,3,0,0.0,,0.0,,1500.0,,1489.4904253431966
Jie Cui,2,0,2,45.0,0.5,0.0,1500.0,1498.0408979266083,2023-09-20,455,0,0,1,1,,,0.0,0.0,,,1500.0
Mitchell Krueger,32,10,22,29.1875,0.4,0.3125,1510.4794103728987,1498.0150369353287,2024-09-18,91,2,5,25,0,0.5,0.2,0.32,,1507.242733739344,1505.3849533667417,1493.8533046019875
Andres Martin,4,1,3,37.5,0.3333333333333333,0.25,1515.2612578086912,1497.98228797657,2024-07-22,149,0,0,4,0,,,0.25,,,,1497.5408891139307
Jesper De Jong,10,2,8,40.7,0.2222222222222222,0.2,1502.4576346027916,1497.951458888739,2024-11-04,44,4,1,5,0,0.25,0.0,0.2,,1498.8323354760619,1500.0,1497.4161696531223
Laurent Lokoli,8,0,8,47.375,0.0,0.0,1500.0,1497.9197089243626,2023-07-03,534,2,1,5,0,0.0,0.0,0.0,,1499.999164546682,1500.0,1492.898487205053
Ignacio Carou,4,0,4,37.5,0.0,0.0,1500.0,1497.8642188048605,2023-09-16,459,4,0,0,0,0.0,,,,1493.9712014251907,,
Rudolf Molleker,18,5,13,32.0,0.3,0.2778,1511.838486217519,1497.8580656693434,2024-07-15,156,12,5,1,0,0.3333,0.2,0.0,,1495.9740433983059,1499.803407817113,1500.0
David Agung Susanto,18,4,14,38.333333333333336,0.4,0.2222,1510.790861150318,1497.537945140673,2023-09-16,459,2,2,14,0,0.5,0.0,0.2143,,1507.0,1493.0102106758607,1494.4091240830398
Pablo Andujar,363,150,213,9.608815426997245,0.2,0.4132,1600.7580163563628,1497.5259331048978,2023-04-17,611,201,18,144,0,0.5124,0.1667,0.3056,,1480.620023450572,1497.5669115430512,1478.483073828463
Osgar Ohoisin,6,2,4,35.0,0.4,0.3333,1500.455314579117,1497.4891881008798,2024-02-03,319,2,0,3,1,0.5,,0.3333,0.0,1492.9999999999222,,1500.0266356151308
Dane Sweeny,6,2,4,27.0,0.4,0.3333,1511.7153616600747,1497.4565146181556,2024-01-15,338,0,0,6,0,,,0.3333,,,,1493.339117110902
Gunawan Trismuwantara,4,1,3,37.5,0.3333333333333333,0.25,1501.1399610507774,1497.4280854501396,2023-09-16,459,0,2,2,0,,0.0,0.5,,,1492.9967674389636,1500.6649772796202
Maks Kasnikowski,4,2,2,42.0,0.6666666666666666,0.5,1508.67177584372,1497.3896987643027,2024-09-13,96,0,0,4,0,,,0.5,,,,1497.6810004295069
Jason Jung,35,11,24,26.114285714285714,0.3,0.3143,1520.3873606784382,1497.3356491816683,2023-07-31,506,1,9,25,0,0.0,0.4444,0.28,,1500.0,1513.8573150529212,1494.2844471746512
Otto Virtanen,26,11,15,27.46153846153846,0.4,0.4231,1526.818117356191,1497.3346749819198,2024-10-14,65,4,2,20,0,0.25,0.5,0.45,,1496.8640548812132,1507.0086853127418,1497.506974351753
Eliot Spizzirri,4,1,3,33.0,0.3333333333333333,0.25,1507.41280247711,1497.330732081155,2024-08-26,114,0,3,1,0,,0.3333,0.0,,,1504.367328165015,1500.0
Attila Balazs,50,24,26,27.6,0.2,0.48,1576.2403349171493,1497.2756032455752,2023-08-28,478,35,1,14,0,0.5714,0.0,0.2857,,1497.631595714673,1500.0,1499.9612421800061
Sho Shimabukuro,12,4,8,17.666666666666668,0.3,0.3333,1511.0821639682579,1497.1379833986105,2023-10-16,429,0,1,11,0,,0.0,0.3636,,,1500.0,1490.693824007215
Kyle Edmund,247,121,126,9.878542510121457,0.1,0.4899,1742.8156973500631,1496.982167592891,2023-05-08,590,56,31,160,0,0.4643,0.3871,0.5188,,1486.1852066249187,1507.8334034315997,1484.1540074229342
Kaipo Marshall,8,2,6,41.25,0.2857142857142857,0.25,1500.0,1496.9628779641607,2024-09-14,95,0,0,6,2,,,0.1667,0.5,,,1499.037330425203
Lucas Pouille,277,144,133,10.025270758122744,0.4,0.5199,1760.804255398863,1496.9195064696164,2024-07-01,170,79,36,162,0,0.4937,0.5556,0.5247,,1496.0423587534642,1513.8620498160578,1499.5496301286696
Sergey Fomin,7,2,5,38.57142857142857,0.3333333333333333,0.2857,1505.5865163777105,1496.749468625668,2024-09-13,96,0,0,7,0,,,0.2857,,,,1496.6240197694885
Strong Kirchheimer,2,0,2,45.0,0.5,0.0,1500.0,1496.5139692450957,2024-08-19,121,0,0,2,0,,,0.0,,,,1497.6187944056092
Rigele Te,6,2,4,37.666666666666664,0.4,0.3333,1509.8576493609412,1496.4318986290054,2024-09-13,96,2,0,2,2,1.0,,0.0,0.0,1502.5041610268802,,1496.7997017066482
Marco Cecchinato,207,80,127,11.652173913043478,0.2,0.3865,1631.1076857733533,1496.4294426159015,2023-08-28,478,141,11,55,0,0.4681,0.1818,0.2182,,1506.1475597379215,1492.7946749219918,1475.6364941260697
Gustavo Heide,8,3,5,27.875,0.42857142857142855,0.375,1506.122471078153,1496.4105340298252,2024-07-22,149,6,0,1,1,0.3333,,0.0,1.0,1495.989078889325,,1500.0
Stefano Napolitano,10,3,7,29.4,0.3333333333333333,0.3,1512.4281023952487,1496.4003685897314,2024-07-15,156,8,1,1,0,0.375,0.0,0.0,,1504.8706976320336,1500.0,1500.0
Yosuke Watanuki,39,17,22,25.58974358974359,0.3,0.4359,1551.2028998062563,1496.0618111012395,2024-10-02,77,7,5,27,0,0.4286,0.6,0.4074,,1499.0012335811114,1506.8047523783487,1506.4630243270897
Tung Lin Wu,14,7,7,33.357142857142854,0.4,0.5,1520.6910869217857,1496.0530748907472,2024-09-14,95,0,0,14,0,,,0.5,,,,1502.3226436782097
Stefano Travaglia,85,29,56,17.576470588235296,0.3,0.3412,1580.0343477792085,1496.0342428497793,2023-08-28,478,31,6,48,0,0.3548,0.1667,0.3542,,1492.9645205924116,1492.7752531625722,1497.1245076223959
Nerman Fatic,9,4,5,56.666666666666664,0.375,0.4444,1508.8720598018251,1495.9972784543802,2024-02-03,319,3,0,6,0,0.3333,,0.5,,1501.6213594296564,,1499.999999999908
Juan Carlos Prado Angelo,3,1,2,30.0,0.5,0.3333,1500.0,1495.9571050506026,2024-02-03,319,1,0,0,2,1.0,,,0.0,1500.0,,
Sasi Kumar Mukund,4,0,4,52.5,0.0,0.0,1500.0,1495.7597670753482,2023-09-16,459,0,1,3,0,,0.0,0.0,,,1500.0,1495.5875687753046
Fajing Sun,2,0,2,45.0,0.5,0.0,1500.0,1495.7164954704963,2024-09-18,91,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Elliot Benchetrit,11,2,9,51.63636363636363,0.2,0.1818,1511.7674102199596,1495.6236191617425,2024-09-14,95,8,0,3,0,0.125,,0.3333,,1491.5404311671664,,1499.9999989541186
Marc Polmans,23,6,17,31.652173913043477,0.3,0.2609,1511.4152238734737,1495.5983421193214,2024-07-15,156,5,3,15,0,0.4,0.3333,0.2,,1507.8364609085147,1499.9999870347729,1500.8037191177584
Nicolai Budkov Kjaer,4,2,2,37.5,0.3333333333333333,0.5,1500.0,1495.5283964310167,2024-09-13,96,2,0,2,0,0.0,,1.0,,1493.3443353890457,,1504.8032085399352
Benjamin Lock,13,8,5,39.23076923076923,0.7,0.6154,1523.0517252344268,1495.51065343907,2024-02-03,319,1,0,12,0,0.0,,0.6667,,1500.0,,1494.3900728932374
Karl Friberg,2,0,2,45.0,0.5,0.0,1500.0,1495.4942787371901,2024-02-02,320,0,0,2,0,,,0.0,,,,1494.1021758193958
Dmitry Popko,12,4,8,37.5,0.3,0.3333,1524.7520312556662,1495.3996593081647,2024-02-03,319,5,0,7,0,0.4,,0.2857,,1494.2121232159982,,1496.3460710452482
Oleksii Krutykh,7,2,5,43.0,0.3333333333333333,0.2857,1500.0,1495.3312958320944,2024-09-13,96,1,0,6,0,0.0,,0.3333,,1500.0,,1499.0469297432778
Edas Butvilas,5,1,4,54.0,0.25,0.2,1500.0,1495.2621134776707,2024-09-13,96,1,1,2,1,0.0,0.0,0.0,1.0,1500.0,1500.0,1499.865936204822
Martins Rocens,2,0,2,45.0,0.5,0.0,1500.0,1495.2258170334042,2024-02-02,320,0,0,2,0,,,0.0,,,,1493.9752086740145
Max Hans Rehberg,4,0,4,52.5,0.0,0.0,1500.0,1495.180971773896,2024-04-15,247,4,0,0,0,0.0,,,,1494.6509596260398,,
Matteo Martineau,2,0,2,45.0,0.5,0.0,1500.0,1495.0739670744094,2024-06-10,191,0,1,1,0,,0.0,0.0,,,1500.0,1500.0
Fernando Verdasco,530,277,253,7.607547169811321,0.1,0.5226,1702.096726083781,1495.006218832486,2023-04-17,611,210,53,267,0,0.5714,0.4906,0.4906,,1490.0547462830316,1497.4155280241941,1463.8718783804482
Marko Topo,5,0,5,54.0,0.0,0.0,1500.0,1494.93700037531,2024-04-15,247,5,0,0,0,0.0,,,,1494.3697219279618,,
Daniel Rincon,3,0,3,41.666666666666664,0.5,0.0,1500.0,1494.759244271212,2024-04-15,247,3,0,0,0,0.0,,,,1494.108419434344,,
Hong Kit Jack Wong,8,4,4,48.75,0.42857142857142855,0.5,1511.9551186940105,1494.5502746769462,2024-02-03,319,0,0,8,0,,,0.5,,,,1493.3385854062174
Jozef Kovalik,81,28,53,23.617283950617285,0.4,0.3457,1539.7023855931266,1494.5460972144822,2024-09-15,94,50,3,28,0,0.38,0.0,0.3214,,1508.1131246022246,1492.8986994541756,1486.0390105422657
Elias Ymer,118,42,76,23.83050847457627,0.5,0.3559,1554.0723022276882,1494.4548040914253,2024-10-14,65,48,3,67,0,0.3125,0.0,0.403,,1491.0865232948386,1499.8757659240528,1505.6997820541371
Komlavi Loglo,2,1,1,15.0,0.5,0.5,1500.0,1494.3520928679034,2024-02-03,319,0,0,2,0,,,0.5,,,,1492.979201817147
Daniels Tens,4,0,4,37.5,0.0,0.0,1500.0,1494.313848674548,2024-09-14,95,0,0,4,0,,,0.0,,,,1489.524963670639
Linh Giang Trinh,4,1,3,37.5,0.3333333333333333,0.25,1500.0,1494.2982095021728,2024-02-02,320,1,0,3,0,0.0,,0.3333,,1500.0,,1493.0
Ilya Snitari,2,0,2,15.0,0.5,0.0,1500.0,1494.2422612319697,2024-02-03,319,2,0,0,0,0.0,,,,1492.8780417979008,,
Darwin Blanch,2,0,2,32.5,0.5,0.0,1500.0,1494.1380586706505,2024-04-22,240,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Titouan Droguet,4,1,3,37.5,0.3333333333333333,0.25,1518.2325829294728,1493.903137797056,2024-11-04,44,1,0,3,0,0.0,,0.3333,,1500.0,,1500.1737492928876
Andrej Nedic,3,0,3,50.0,0.5,0.0,1500.0,1493.6336667953715,2024-02-03,319,2,0,1,0,0.0,,0.0,,1497.4248439117998,,1500.0
Radu Albot,252,106,146,13.476190476190476,0.4,0.4206,1635.14235553443,1493.4967972148438,2024-08-26,114,64,24,164,0,0.4219,0.3333,0.4329,,1517.0455758086948,1487.5957501625442,1492.4802603181313
Soon Woo Kwon,136,64,72,11.786764705882353,0.2,0.4706,1629.371715102619,1493.474227470903,2024-09-13,96,21,12,103,0,0.4286,0.4167,0.4854,,1499.363979485055,1499.9611317046215,1487.7667589599214
Tristan Schoolkate,5,1,4,31.4,0.25,0.2,1500.0,1493.4504173078933,2024-08-26,114,0,1,4,0,,0.0,0.25,,,1500.0,1499.4211053275158
Carlos Taberner,38,13,25,21.42105263157895,0.2,0.3421,1524.4400068306416,1493.2397412392752,2024-04-15,247,27,1,10,0,0.3333,0.0,0.4,,1493.0485559839478,1500.0,1498.122422502076
Skander Mansouri,6,1,5,35.0,0.0,0.1667,1500.0,1493.2195366142785,2024-09-13,96,2,0,3,1,0.5,,0.0,0.0,1493.0,,1494.5989953395401
Emilio Gomez,53,23,30,29.849056603773583,0.3,0.434,1539.925941391908,1493.0921938044655,2024-02-02,320,18,0,35,0,0.5556,,0.3714,,1495.3437588732472,,1491.32260999522
Cesar Cruz,4,0,4,37.5,0.0,0.0,1500.0,1492.8189771994532,2024-09-14,95,2,0,2,0,0.0,,0.0,,1497.410714173531,,1492.9470701008079
Rowland Phillips,7,2,5,38.57142857142857,0.3333333333333333,0.2857,1510.6571395799415,1492.7871342884243,2024-02-03,319,3,0,3,1,0.3333,,0.0,1.0,1499.9737048866928,,1493.0173021345443
Leandro Riedi,11,3,8,34.72727272727273,0.3,0.2727,1505.8016679002822,1492.7161301082072,2024-07-15,156,4,0,7,0,0.25,,0.2857,,1506.8694796209609,,1496.4124728306383
Roman Andres Burruchaga,4,1,3,27.75,0.3333333333333333,0.25,1513.351412995601,1492.7133804718385,2024-05-27,205,4,0,0,0,0.25,,,,1494.2402445332734,,
Conor Gannon,3,1,2,30.0,0.5,0.3333,1504.3463482472603,1492.7121822143074,2024-09-13,96,3,0,0,0,0.3333,,,,1495.4407632346083,,
Dino Prizmic,11,3,8,29.272727272727273,0.3,0.2727,1510.9652784472553,1492.6119153115646,2024-02-12,310,5,0,6,0,0.4,,0.1667,,1503.924865175862,,1487.7696322715647
Benjamin Balleret,27,12,15,30.0,0.4,0.4444,1524.7222922586514,1492.5023020029782,2024-09-14,95,18,0,9,0,0.4444,,0.4444,,1495.1967914600648,,1492.973278649562
Ugo Blanchet,3,1,2,30.0,0.5,0.3333,1505.9760060889193,1492.4253485917282,2024-07-15,156,2,0,1,0,0.5,,0.0,,1506.9709121533324,,1500.0
Anthony Susanto,5,0,5,42.0,0.0,0.0,1500.0,1492.4129165587237,2024-02-03,319,1,0,3,1,0.0,,0.0,0.0,1500.0,,1493.0
Dimitar Kuzmanov,38,18,20,36.28947368421053,0.4,0.4737,1531.9124715907892,1492.366332520246,2024-02-03,319,9,0,29,0,0.5556,,0.4483,,1496.6962066445944,,1496.3775271872612
Henry Searle,2,0,2,18.5,0.5,0.0,1500.0,1492.1633862576562,2024-07-01,170,0,2,0,0,,0.0,,,,1492.9399730055331,
Mikhail Kukushkin,365,147,218,11.219178082191782,0.3,0.4027,1644.235511183702,1492.1197326889776,2024-10-14,65,86,41,238,0,0.3372,0.3659,0.4328,,1499.8253095628115,1494.9712596107756,1498.8865741783286
Henri Squire,6,1,5,28.5,0.2,0.1667,1510.8120681082132,1491.9733587991118,2024-09-14,95,2,3,1,0,0.5,0.0,0.0,,1506.9005238346579,1492.926624957831,1500.0
Davis Rolis,2,0,2,45.0,0.5,0.0,1500.0,1491.8976120808672,2024-09-14,95,0,0,2,0,,,0.0,,,,1495.2129521695203
Federico Agustin Gomez,3,1,2,30.0,0.5,0.3333,1504.6146403213204,1491.8452839257454,2024-09-18,91,1,0,2,0,0.0,,0.5,,1500.0,,1506.6301351889924
Diego Duran,3,1,2,50.0,0.5,0.3333,1500.0,1491.7521142421265,2024-02-02,320,1,0,1,1,0.0,,1.0,0.0,1500.0,,1500.0
Jurij Rodionov,44,17,27,28.022727272727273,0.4,0.3864,1533.8554613791393,1491.6565414058769,2024-09-13,96,20,8,16,0,0.4,0.375,0.375,,1493.3430341942762,1499.616686039937,1497.9414687873875
Alexander Blockx,3,0,3,40.333333333333336,0.5,0.0,1500.0,1491.329446621911,2024-10-14,65,0,0,3,0,,,0.0,,,,1490.536255106615
Charles Broom,2,0,2,18.5,0.5,0.0,1500.0,1491.26316331678,2024-07-01,170,0,2,0,0,,0.0,,,,1493.2840093037153,
Enzo Couacaud,11,2,9,45.0,0.2,0.1818,1512.9683588483792,1491.1761128769404,2024-07-22,149,4,2,5,0,0.25,0.0,0.2,,1499.9992314488863,1497.4921636230022,1499.8221264797235
Sebastian Dominko,5,1,4,42.0,0.0,0.2,1500.0,1490.6754339167228,2024-02-02,320,2,0,2,1,0.0,,0.5,0.0,1494.3364097030346,,1492.7694541910878
Joel Schwaerzler,2,0,2,45.0,0.5,0.0,1500.0,1490.2054960937546,2024-10-21,58,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Vilius Gaubas,7,2,5,38.57142857142857,0.3333333333333333,0.2857,1507.0202911460544,1490.067520968383,2024-09-13,96,1,0,5,1,0.0,,0.2,1.0,1500.0,,1493.3184710276994
August Holmgren,9,5,4,37.77777777777778,0.5,0.5556,1523.2145164008764,1490.0420548921663,2024-09-14,95,2,0,7,0,0.5,,0.5714,,1493.121726405529,,1495.9865740574753
Valentin Vacherot,10,3,7,31.9,0.3333333333333333,0.3,1500.4175274717404,1490.0298430025216,2024-05-27,205,8,0,2,0,0.25,,0.5,,1484.6387000758739,,1493.0000000533475
Feliciano Lopez,532,277,255,8.058270676691729,0.3,0.5207,1746.3257045856074,1489.8822218692958,2023-06-26,541,141,93,298,0,0.5035,0.6452,0.4899,,1490.2377743121474,1496.8489697884854,1466.9189810316934
Juan Manuel Cerundolo,41,17,24,15.634146341463415,0.5,0.4146,1564.2502823905781,1489.5210817517814,2024-02-26,296,24,1,16,0,0.4167,0.0,0.4375,,1477.856876173266,1500.0,1519.4818873275321
Jan Choinski,10,2,8,30.1,0.2222222222222222,0.2,1500.5797236908697,1489.1031244580436,2024-08-26,114,3,6,1,0,0.3333,0.1667,0.0,,1502.9207196719478,1495.0980705286338,1500.0
Rodrigo Pacheco Mendez,9,3,6,37.77777777777778,0.25,0.3333,1507.5283053920875,1489.0594322472693,2024-09-14,95,2,0,7,0,1.0,,0.1429,,1506.0423355304515,,1474.616893999497
Muhammad Shoaib,6,1,5,55.0,0.2,0.1667,1500.0,1489.0029644996916,2024-09-14,95,1,3,1,1,0.0,0.3333,0.0,0.0,1500.0,1505.3487737877772,1500.0
Nicolas Moreno De Alboran,17,6,11,18.705882352941178,0.5,0.3529,1500.0,1488.5132971275377,2024-07-22,149,11,0,6,0,0.4545,,0.1667,,1501.1754116816055,,1481.7472331496558
Viktor Durasovic,31,9,22,32.58064516129032,0.2,0.2903,1522.4510066193923,1487.7452796228797,2024-02-02,320,3,0,28,0,0.3333,,0.2857,,1506.9999992929997,,1486.496370466198
Oscar Otte,86,34,52,12.848837209302326,0.3,0.3953,1625.2783481056706,1487.2244231876327,2024-06-17,184,21,18,47,0,0.4286,0.5556,0.3191,,1501.311490391781,1499.456938428347,1442.8648628719043
Daniel Evans,328,155,173,9.676829268292684,0.4,0.4726,1673.2454945651384,1487.0834397579542,2024-10-14,65,59,38,231,0,0.339,0.4211,0.5152,,1454.2297209938854,1486.6748611748887,1504.8861743899877
Martin Landaluce,7,1,6,35.0,0.16666666666666666,0.1429,1500.0,1486.847275173845,2024-04-22,240,4,0,3,0,0.0,,0.3333,,1485.0684135343768,,1505.2797371736588
Daniel Altmaier,127,45,82,11.952755905511811,0.3,0.3543,1546.0104184982313,1486.4778551445406,2024-11-22,26,60,14,53,0,0.4167,0.3571,0.283,,1477.214214537527,1499.8239863620834,1467.7149310945854
Dennis Novak,80,26,54,22.85,0.2,0.325,1553.5290622493217,1486.4388903113743,2023-09-15,460,23,8,49,0,0.3478,0.375,0.3061,,1499.5544241757427,1499.0868698734546,1477.5288441270584
Brandon Holt,9,2,7,31.11111111111111,0.25,0.2222,1519.631649231206,1486.416087178125,2024-08-12,128,0,0,9,0,,,0.2222,,,,1489.7264881635597
Harold Mayot,20,7,13,25.6,0.2,0.35,1540.0424957097114,1485.6187262806723,2024-11-04,44,5,3,12,0,0.2,0.3333,0.4167,,1493.897959392691,1500.0016253669328,1500.9465083961695
Kiranpal Pannu,7,1,6,42.142857142857146,0.16666666666666666,0.1429,1500.0,1485.585500791192,2024-09-14,95,0,0,7,0,,,0.1429,,,,1488.9329271087513
Cem Ilkel,41,10,31,39.24390243902439,0.4,0.2439,1515.1448249940292,1485.2617367658625,2024-09-13,96,11,3,26,1,0.0,0.0,0.3462,1.0,1492.8538094169273,1496.5008595338093,1503.6468873894346
Felipe Meligeni Alves,16,5,11,36.6875,0.3,0.3125,1509.9855660633145,1485.0383611939533,2024-07-15,156,7,1,8,0,0.2857,0.0,0.375,,1495.5894682939074,1500.0,1498.4300469386203
Facundo Bagnis,131,44,87,17.778625954198475,0.5,0.3359,1540.858797168384,1484.8916121377088,2024-04-22,240,97,5,29,0,0.3814,0.0,0.2414,,1492.0969679973537,1497.3668099913186,1473.6631804696317
Kristjan Tamm,7,2,5,38.57142857142857,0.3333333333333333,0.2857,1511.9152977700846,1484.3682370938866,2024-09-13,96,2,0,3,2,0.0,,0.6667,0.0,1499.2426062818884,,1500.0000000174794
Ramkumar Ramanathan,62,24,38,29.322580645161292,0.3,0.3871,1558.466137945523,1484.3634212978277,2024-10-02,77,1,16,45,0,0.0,0.6875,0.2889,,1500.0,1500.3467655088152,1490.1068973481786
